 ,Area,Mean,StdDev,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Median,Skew,Kurt,%Area,AR,Round,Solidity
11,285,51838.221,10834.080,28315,65532,1810.739,51.268,1810.873,51.537,61.760,1800,42,21,18,22.922,15.831,27.102,0.939,53777,-0.404,-1.117,100,1.448,0.691,0.969
12,196,56305.694,10765.002,28904,65535,1839.459,50.408,1839.528,50.606,50.226,1831,42,16,16,17.553,14.217,44.971,0.976,61548,-1.043,-0.207,100,1.235,0.810,0.973
13,98,57916.102,8599.616,36719,65535,2114.612,47.194,2114.685,47.223,41.166,2107,42,13,12,15.127,8.249,136.860,0.727,62437,-0.948,-0.311,100,1.834,0.545,0.845
14,349,41392.063,10387.723,24490,65359,2011.526,54.076,2011.629,53.707,67.472,1999,44,24,20,23.894,18.597,20.102,0.963,40780,0.398,-0.780,100,1.285,0.778,0.975
15,173,58935.012,9143.009,32341,65535,1498.159,55.009,1498.103,55.198,51.178,1489,48,19,15,21.526,10.233,31.661,0.830,64239,-1.278,0.403,100,2.104,0.475,0.969
16,156,53773.628,12872.261,25038,65535,1553.923,61.058,1554.105,61.384,48.444,1547,52,15,16,17.428,11.397,127.632,0.835,59432,-0.772,-0.818,100,1.529,0.654,0.904
17,242,60868.360,7836.991,34337,65535,1475.884,64.521,1475.958,64.636,60.238,1466,55,20,19,24.770,12.439,40.957,0.838,65340,-1.802,2.205,100,1.991,0.502,0.984
18,41,49491.585,13908.443,23553,65534,1565.110,60.939,1565.140,61.329,23.328,1561,58,8,7,8.118,6.430,29.926,0.947,53266,-0.442,-1.292,100,1.263,0.792,0.965
19,204,59207.745,6416.314,35972,65535,1676.676,70.245,1676.639,70.294,56.414,1665,63,22,14,23.670,10.973,23.555,0.806,60819,-1.206,0.939,100,2.157,0.464,0.949
20,316,58477.984,10408.380,27851,65535,1632.864,72.218,1633.050,72.365,64.449,1622,64,22,17,22.923,17.552,6.144,0.956,64366,-1.445,0.806,100,1.306,0.766,0.984
21,174,36746.730,10696.688,18785,64193,2297.477,76.368,2297.338,76.047,53.912,2291,65,11,21,20.253,10.939,83.294,0.752,36902,0.274,-0.615,100,1.851,0.540,0.953
22,180,52623.222,12956.480,26648,65535,213.900,76.778,214.084,76.905,48.939,205,70,17,13,17.785,12.886,9.530,0.944,56905,-0.501,-1.250,100,1.380,0.725,0.963
23,295,62094.241,6502.048,38455,65535,322.503,81.571,322.678,81.623,63.584,311,72,22,18,23.578,15.931,26.212,0.917,65535,-1.998,2.896,100,1.480,0.676,0.969
24,356,60461.697,8122.990,35595,65535,167.070,83.138,167.124,83.261,69.288,154,73,25,19,25.652,17.670,16.911,0.932,65462,-1.544,1.161,100,1.452,0.689,0.971
25,374,63370.856,4798.750,42142,65535,347.505,83.032,347.514,83.159,69.575,335,73,24,21,22.802,20.884,15.964,0.971,65535,-2.597,6.211,100,1.092,0.916,0.961
26,206,59682.413,8816.043,30679,65535,1441.583,82.602,1441.767,82.684,53.164,1431,76,20,13,20.314,12.911,5.635,0.916,65180,-1.550,1.448,100,1.573,0.636,0.967
27,261,55424.820,10159.110,28451,65535,1877.849,84.224,1877.880,84.281,58.835,1867,76,21,16,20.803,15.974,8.877,0.948,59398,-0.963,-0.234,100,1.302,0.768,0.958
28,236,62881.962,5072.743,42670,65535,365.487,89.572,365.452,89.646,55.029,356,81,18,17,19.027,15.793,43.915,0.979,65535,-2.196,4.140,100,1.205,0.830,0.973
29,179,54647.570,12611.181,25578,65535,1610.539,89.260,1610.661,89.361,48.002,1602,82,16,14,16.397,13.899,28.240,0.976,61778,-0.807,-0.838,100,1.180,0.848,0.981
30,319,63702.455,4018.839,45558,65535,401.792,93.102,401.862,93.182,64.176,391,84,22,18,22.671,17.915,23.237,0.973,65535,-2.601,6.216,100,1.265,0.790,0.982
31,284,59708.521,8873.752,32539,65535,1327.651,96.514,1327.740,96.646,62.062,1316,88,23,16,23.153,15.618,15.580,0.927,64937,-1.491,1.026,100,1.482,0.675,0.973
32,586,40279.776,10544.671,23504,65245,1857.355,101.420,1857.324,101.573,90.395,1842,88,31,26,34.177,21.831,32.011,0.901,38708,0.542,-0.691,100,1.566,0.639,0.977
33,153,57460.732,10491.713,28634,65535,1357.552,93.663,1357.787,93.808,47.332,1348,89,19,10,19.226,10.132,3.031,0.858,63005,-1.153,0.034,100,1.898,0.527,0.971
34,272,61274.224,7281.833,34237,65535,438.702,100.294,438.900,100.282,61.540,428,91,21,19,23.813,14.543,36.506,0.903,65493,-1.843,2.539,100,1.637,0.611,0.973
35,151,58454.841,9976.870,31634,65535,1394.023,96.467,1394.165,96.667,45.923,1386,91,16,13,16.114,11.931,179.363,0.900,64757,-1.227,0.112,100,1.351,0.740,0.947
36,235,59324.251,9473.397,32011,65535,1411.109,98.198,1410.972,98.415,59.955,1399,91,23,14,23.528,12.717,18.257,0.822,65071,-1.489,1.020,100,1.850,0.541,0.957
37,179,59047.464,9546.185,31726,65535,1648.170,100.796,1648.352,100.901,48.473,1641,93,14,17,16.810,13.558,70.581,0.957,64876,-1.383,0.725,100,1.240,0.807,0.973
38,211,59101.981,9040.813,30187,65535,1282.822,104.576,1282.830,104.659,54.162,1273,97,19,15,21.143,12.706,29.379,0.904,64607,-1.256,0.307,100,1.664,0.601,0.968
39,190,59515.232,9076.462,32537,65535,1372.316,103.500,1372.428,103.629,50.195,1363,97,18,13,18.593,13.011,12.502,0.948,65153,-1.432,0.819,100,1.429,0.700,0.967
40,203,61336.069,7635.711,36459,65535,232.761,108.027,232.755,108.270,52.920,223,100,18,16,19.224,13.445,139.274,0.911,65528,-1.954,2.736,100,1.430,0.699,0.967
41,324,62388.543,6340.450,37128,65535,331.309,108.753,331.445,108.917,67.916,319,100,25,18,25.884,15.937,166.739,0.883,65535,-2.281,4.493,100,1.624,0.616,0.945
42,360,61628.683,7630.925,30948,65535,217.861,114.081,218.135,114.186,69.130,207,103,22,22,23.656,19.376,127.271,0.947,65535,-2.111,3.459,100,1.221,0.819,0.968
43,612,40414.028,11578.960,21344,64283,2087.090,117.036,2087.102,116.769,89.380,2072,104,29,27,30.058,25.924,18.191,0.963,39536,0.196,-1.123,100,1.160,0.862,0.975
44,248,61026.770,7018.425,36685,65535,1952.367,117.710,1952.454,117.728,59.631,1942,108,20,18,23.159,13.634,36.416,0.876,64833,-1.691,1.816,100,1.699,0.589,0.967
45,315,58453.835,9710.153,30249,65535,493.348,116.373,493.455,116.403,68.419,479,109,27,16,27.528,14.569,167.604,0.846,64663,-1.170,0.017,100,1.889,0.529,0.968
46,120,52239.200,13590.594,26538,65535,1532.458,115.642,1532.555,115.815,39.212,1526,110,13,12,13.395,11.406,37.570,0.981,57295,-0.544,-1.204,100,1.174,0.851,0.956
47,651,39866.656,10904.578,21961,65442,2201.477,122.996,2201.022,123.091,93.491,2185,110,32,26,34.087,24.316,25.864,0.936,37855,0.396,-0.928,100,1.402,0.713,0.976
48,126,57552.643,9965.845,28925,65535,1678.833,119.159,1678.794,119.262,42.678,1673,111,12,15,14.994,10.700,109.008,0.869,63357,-1.162,0.206,100,1.401,0.714,0.910
49,210,58137.333,9808.348,30066,65535,1468.895,118.505,1469.014,118.567,53.440,1459,112,20,13,20.538,13.019,14.022,0.924,63867,-1.207,0.149,100,1.577,0.634,0.977
50,274,60497.263,8492.353,33883,65535,321.318,124.759,321.524,124.656,62.196,313,113,17,23,22.127,15.767,67.489,0.890,65511,-1.695,1.689,100,1.403,0.713,0.966
51,402,61214.433,7788.340,32492,65535,539.435,124.644,539.640,124.701,71.882,527,114,24,22,24.170,21.177,19.669,0.978,65535,-1.898,2.606,100,1.141,0.876,0.973
52,184,52527.772,12413.013,26395,65535,1294.424,119.266,1294.535,119.437,57.478,1282,114,24,10,24.941,9.393,6.348,0.700,56531,-0.552,-1.076,100,2.655,0.377,0.939
53,133,56163.481,10802.629,30829,65535,1369.335,120.996,1369.475,121.135,42.924,1361,115,16,12,16.847,10.052,24.229,0.907,61045,-0.902,-0.504,100,1.676,0.597,0.964
54,207,58772.957,10350.270,29277,65535,1340.297,128.568,1340.493,128.841,52.151,1331,121,17,16,17.276,15.256,163.135,0.956,65219,-1.458,0.827,100,1.132,0.883,0.967
55,337,61758.935,7002.168,37593,65535,563.328,136.853,563.444,136.978,65.355,553,126,21,21,20.983,20.449,42.611,0.991,65535,-1.981,2.901,100,1.026,0.975,0.974
56,300,55997.040,11033.565,27946,65535,291.193,137.030,291.317,137.233,82.529,273,128,35,17,38.446,9.935,19.626,0.554,61152,-0.914,-0.479,100,3.870,0.258,0.924
57,132,54128.068,10023.130,28128,65477,2245.273,134.030,2245.358,134.163,41.317,2238,128,14,12,14.521,11.574,22.118,0.972,57437,-0.758,-0.593,100,1.255,0.797,0.960
58,316,61670.209,7211.112,35121,65535,394.734,140.418,394.898,140.529,65.413,383,131,22,19,23.660,17.005,26.658,0.928,65535,-2.014,3.101,100,1.391,0.719,0.963
59,203,59549.468,8887.067,30765,65535,1345.697,142.766,1345.748,142.788,55.013,1337,134,18,18,21.841,11.834,45.088,0.843,64871,-1.506,1.254,100,1.846,0.542,0.938
60,389,41897.987,11188.769,22447,64626,2055.251,145.729,2054.954,145.993,72.274,2043,134,24,22,25.494,19.428,33.709,0.936,40805,0.211,-1.062,100,1.312,0.762,0.968
61,642,39285.112,9997.309,22937,63462,1690.195,154.798,1690.416,154.630,93.748,1673,142,34,26,35.591,22.967,22.059,0.918,37913,0.511,-0.800,100,1.550,0.645,0.971
62,634,39067.265,9938.345,20794,64283,2261.511,154.167,2261.302,154.214,94.832,2242,142,37,23,36.619,22.044,8.869,0.886,38333,0.347,-0.654,100,1.661,0.602,0.975
63,226,56887.022,10985.662,27127,65535,398.022,159.235,398.343,158.770,68.114,390,145,16,27,29.452,9.770,67.993,0.612,62966,-1.086,-0.131,100,3.015,0.332,0.900
64,269,61215.167,7379.843,32972,65535,587.474,153.199,587.582,153.325,60.616,577,145,21,17,22.736,15.064,21.480,0.920,65497,-1.831,2.365,100,1.509,0.663,0.969
65,118,50804.025,13335.492,26427,65535,1213.602,156.610,1213.658,156.817,39.510,1207,150,13,13,14.890,10.090,42.523,0.950,52454,-0.337,-1.381,100,1.476,0.678,0.971
66,195,54215.472,12607.960,26602,65535,514.356,158.177,514.505,158.484,50.273,505,151,18,14,17.890,13.879,169.702,0.970,60383,-0.755,-0.878,100,1.289,0.776,0.973
67,169,59087.515,8784.612,35759,65535,610.447,157.891,610.559,157.975,46.207,603,151,15,14,15.491,13.890,26.516,0.995,64384,-1.215,0.164,100,1.115,0.897,0.983
68,372,55819.035,10337.711,26648,65535,1963.879,161.909,1963.620,162.209,71.929,1951,151,25,21,27.564,17.183,29.489,0.904,59609,-1.105,0.231,100,1.604,0.623,0.975
69,127,51765.252,11638.138,24525,65519,1995.114,157.516,1995.245,157.681,40.392,1988,152,14,11,14.351,11.268,15.450,0.978,55937,-0.651,-0.856,100,1.274,0.785,0.984
70,238,61110.882,7084.472,34386,65535,803.080,165.492,803.194,165.510,57.108,795,155,16,20,21.495,14.098,64.200,0.917,65319,-1.676,1.874,100,1.525,0.656,0.969
71,227,53773.026,12167.427,26423,65535,1222.029,176.240,1222.183,176.176,70.755,1214,162,16,29,32.709,8.836,66.845,0.570,58178,-0.626,-1.080,100,3.702,0.270,0.915
72,346,56034.708,8554.942,30806,65535,2187.607,170.555,2187.643,170.697,81.418,2169,163,35,14,35.571,12.385,9.287,0.656,58732,-0.968,0.118,100,2.872,0.348,0.930
73,108,57863.111,9905.088,30197,65535,1736.398,169.333,1736.479,169.464,36.960,1730,164,12,11,12.137,11.330,156.647,0.993,63141,-1.168,0.083,100,1.071,0.933,0.986
74,229,57568.087,10704.274,29430,65535,524.474,173.928,524.590,174.195,54.293,515,165,18,17,17.955,16.239,32.914,0.976,64057,-1.164,-0.019,100,1.106,0.904,0.970
75,83,53229.120,11583.488,27838,65535,569.789,172.512,570.005,172.630,32.355,564,168,11,9,11.224,9.416,171.790,0.996,56472,-0.563,-0.958,100,1.192,0.839,0.982
76,457,51431.545,10409.590,28698,65535,1918.563,177.342,1919.044,177.300,82.722,1903,168,32,20,32.985,17.640,18.964,0.839,52594,-0.253,-1.214,100,1.870,0.535,0.975
77,141,50903.603,12862.189,26114,65496,1315.309,180.450,1315.434,180.607,51.374,1307,171,16,18,23.201,7.738,49.273,0.671,53065,-0.452,-1.178,100,2.998,0.334,0.934
78,330,60569.370,8482.243,32810,65535,599.836,182.521,599.976,182.700,67.789,588,173,25,18,25.523,16.462,170.039,0.902,65510,-1.721,1.775,100,1.550,0.645,0.964
79,293,60448.440,8372.154,32094,65535,665.142,182.654,665.284,182.782,61.872,656,173,18,21,21.783,17.126,58.534,0.962,65481,-1.656,1.530,100,1.272,0.786,0.978
80,318,54765.148,10731.731,27069,65535,120.862,183.865,121.285,183.790,63.968,110,175,22,18,22.273,18.179,14.026,0.977,58114,-0.769,-0.571,100,1.225,0.816,0.981
81,208,57617.269,8054.894,29214,65535,1481.938,182.404,1481.969,182.467,53.661,1471,175,20,14,20.420,12.969,17.119,0.908,60627,-1.022,0.115,100,1.574,0.635,0.963
82,286,58635.381,9631.518,30829,65535,1175.168,187.962,1175.292,188.036,67.604,1162,179,25,18,28.024,12.994,28.325,0.786,64655,-1.278,0.385,100,2.157,0.464,0.949
83,255,59471.447,8833.077,30498,65535,684.731,189.367,684.734,189.487,57.471,675,181,19,17,20.172,16.096,25.964,0.970,64912,-1.405,0.897,100,1.253,0.798,0.970
84,285,53261.407,10045.038,28978,65535,527.637,190.946,527.906,190.907,62.613,516,183,23,15,23.266,15.597,170.002,0.914,55288,-0.601,-0.673,100,1.492,0.670,0.979
85,167,46149.407,11828.774,25994,65213,1896.913,191.835,1896.820,191.873,46.181,1889,185,16,13,15.946,13.334,7.482,0.984,48134,-0.193,-1.318,100,1.196,0.836,0.977
86,300,60265.313,8448.347,32974,65535,1979.350,200.920,1979.416,201.007,65.481,1970,188,18,24,25.457,15.004,66.035,0.879,65466,-1.579,1.304,100,1.697,0.589,0.965
87,124,43762.774,8807.670,29511,63858,1847.581,195.008,1847.249,195.168,41.498,1840,189,15,12,16.294,9.690,21.839,0.905,42826,0.492,-0.753,100,1.682,0.595,0.958
88,254,58567.402,9820.150,30205,65535,707.791,199.496,707.981,199.648,57.744,697,191,20,16,19.895,16.255,7.867,0.957,64681,-1.273,0.320,100,1.224,0.817,0.969
89,156,57288.154,11028.424,29651,65535,1198.827,200.122,1199.035,200.334,48.317,1191,192,15,17,19.481,10.196,51.176,0.840,64073,-1.176,0.008,100,1.911,0.523,0.934
90,101,58831.911,8839.678,37438,65535,1205.421,207.431,1205.315,207.375,37.337,1198,201,13,12,13.119,9.803,37.585,0.910,64102,-1.087,-0.255,100,1.338,0.747,0.935
91,105,50429.981,13412.211,25755,65535,1292.833,210.700,1292.995,210.838,40.301,1286,204,13,13,17.054,7.839,46.410,0.812,52327,-0.394,-1.252,100,2.176,0.460,0.968
92,440,45429.327,11436.204,23891,65532,1660.891,215.489,1661.058,215.605,77.993,1646,205,29,20,30.063,18.635,16.635,0.909,44797,0.091,-1.192,100,1.613,0.620,0.979
93,353,61746.595,7141.006,35768,65535,786.282,215.149,786.393,215.268,68.114,774,206,24,19,24.471,18.366,9.403,0.956,65535,-2.000,2.926,100,1.332,0.751,0.970
94,147,59157.129,8744.717,33550,65535,1110.228,214.514,1110.224,214.692,44.278,1102,209,16,11,16.578,11.290,7.898,0.942,64283,-1.354,0.719,100,1.468,0.681,0.977
95,224,56668.696,11009.396,29567,65535,730.884,216.674,730.918,216.854,54.470,721,210,20,14,20.232,14.097,174.187,0.949,62730,-0.967,-0.480,100,1.435,0.697,0.976
96,291,60959.646,7556.982,35758,65535,1089.455,222.857,1089.592,222.972,63.733,1077,214,24,17,24.668,15.020,20.347,0.900,65490,-1.731,2.013,100,1.642,0.609,0.965
97,30,57084.100,9222.684,35780,65535,1844.000,219.867,1844.049,220.006,19.311,1841,217,6,6,6.959,5.489,41.310,1.000,61291,-0.922,-0.441,100,1.268,0.789,0.938
98,146,55993.192,11012.307,31629,65535,808.007,223.938,808.055,224.087,43.443,800,218,15,12,15.237,12.200,177.869,0.972,61941,-0.798,-0.827,100,1.249,0.801,0.967
99,169,55227.775,11025.255,30576,65535,2122.660,228.683,2122.654,228.818,58.440,2116,218,15,22,24.896,8.643,61.241,0.622,59362,-0.753,-0.846,100,2.880,0.347,0.851
100,251,60051.741,8208.160,33013,65535,1063.321,227.588,1063.452,227.634,59.830,1052,219,22,17,23.828,13.412,30.636,0.881,65110,-1.453,0.994,100,1.777,0.563,0.962
101,201,53756.985,12027.578,27628,65535,1241.142,225.903,1241.201,226.131,59.942,1229,219,24,14,26.778,9.557,161.000,0.703,58121,-0.663,-0.949,100,2.802,0.357,0.941
102,253,51665.573,10827.482,25894,65535,112.053,228.860,112.327,229.042,57.407,102,221,20,16,20.895,15.417,21.694,0.965,53636,-0.491,-0.884,100,1.355,0.738,0.983
103,682,38455.694,10394.590,20945,64491,1978.170,234.353,1978.079,234.400,95.101,1961,221,33,27,34.480,25.184,25.535,0.948,37203,0.471,-0.664,100,1.369,0.730,0.976
104,340,56904.782,10757.129,28096,65535,450.271,227.641,450.246,227.816,83.097,432,222,36,11,38.201,11.332,0.402,0.619,63044,-1.039,-0.239,100,3.371,0.297,0.960
105,282,60670.050,7951.487,34123,65535,1012.755,230.277,1012.947,230.277,61.072,1001,222,22,17,22.106,16.242,17.005,0.950,65436,-1.653,1.625,100,1.361,0.735,0.959
106,273,58091.919,10338.435,29795,65535,981.397,232.441,981.576,232.450,60.460,970,224,21,18,20.203,17.205,173.552,0.939,64738,-1.159,-0.085,100,1.174,0.852,0.972
107,172,58520.767,9509.204,33301,65535,1035.413,231.849,1035.536,232.011,47.091,1027,225,16,13,16.274,13.457,7.365,0.975,64035,-1.226,0.188,100,1.209,0.827,0.980
108,394,37744.624,11398.615,19551,63597,2288.924,239.886,2288.867,240.241,71.372,2278,227,21,25,24.475,20.496,85.845,0.972,36259,0.388,-0.820,100,1.194,0.837,0.978
109,173,59806.855,8693.892,29684,65535,1468.176,237.529,1468.308,237.655,53.862,1458,229,20,16,23.023,9.568,32.657,0.749,64789,-1.630,1.678,100,2.406,0.416,0.920
110,256,59609.004,9010.362,34661,65535,865.828,238.840,865.950,239.054,63.664,853,232,25,14,26.820,12.153,167.031,0.794,65313,-1.402,0.641,100,2.207,0.453,0.955
111,153,53563.405,12273.421,27442,65535,912.964,242.069,913.041,242.210,44.420,905,235,15,14,14.601,13.342,17.989,0.974,58579,-0.574,-1.145,100,1.094,0.914,0.953
112,108,50222.981,13732.590,13446,65535,93.287,245.167,93.351,245.274,42.730,90,236,7,19,18.465,7.447,89.835,0.743,53039,-0.620,-0.636,100,2.479,0.403,1.005
113,421,41892.214,11183.003,23674,65520,1585.654,246.797,1586.095,246.607,76.813,1571,237,28,20,29.550,18.140,24.267,0.897,40068,0.412,-0.943,100,1.629,0.614,0.978
114,238,60087.059,8207.383,35822,65535,1045.529,246.924,1045.585,247.070,56.909,1034,239,21,15,20.865,14.523,10.076,0.923,65129,-1.446,0.858,100,1.437,0.696,0.954
115,463,57075.680,7592.489,35420,65535,394.867,254.526,395.217,254.799,77.590,381,244,27,22,27.355,21.550,5.806,0.966,58453,-0.634,-0.545,100,1.269,0.788,0.976
116,254,60792.898,8104.463,32201,65535,863.457,251.098,863.732,251.069,62.596,851,244,24,14,24.999,12.937,174.503,0.815,65478,-1.760,2.014,100,1.932,0.517,0.948
117,121,53523.554,11741.564,29157,65535,898.045,252.426,898.183,252.517,39.932,890,247,15,11,14.595,10.556,9.788,0.954,57606,-0.539,-1.131,100,1.383,0.723,0.945
118,364,58162.791,10226.397,28909,65535,1288.734,256.673,1288.936,256.769,78.440,1272,247,32,18,33.293,13.920,18.806,0.743,64154,-1.314,0.429,100,2.392,0.418,0.960
119,194,55221.376,11233.552,29012,65535,1067.881,253.902,1067.948,254.126,57.071,1057,248,22,12,22.564,10.947,3.237,0.748,59371,-0.810,-0.670,100,2.061,0.485,0.917
120,151,55364.987,9438.783,33561,65535,1452.017,254.679,1452.423,254.654,48.047,1443,248,17,14,18.709,10.276,27.852,0.822,58298,-0.656,-0.844,100,1.821,0.549,0.941
121,210,62183.471,6581.176,35660,65535,1469.071,256.829,1468.995,256.984,53.386,1461,248,17,17,19.631,13.620,139.069,0.926,65514,-2.234,4.287,100,1.441,0.694,0.970
122,661,40788.492,11640.601,22368,65527,1610.064,260.707,1610.206,260.741,96.571,1592,248,36,26,37.335,22.542,21.358,0.891,38955,0.369,-0.889,100,1.656,0.604,0.972
123,439,61544.638,7362.608,33364,65535,1429.402,268.669,1429.571,268.759,83.882,1414,255,30,26,35.476,15.756,38.570,0.784,65436,-2.204,4.167,100,2.252,0.444,0.966
124,378,46470.347,10235.916,26104,65532,1455.230,269.180,1455.243,268.750,71.241,1444,258,24,22,24.187,19.899,21.455,0.936,46366,-0.010,-0.963,100,1.215,0.823,0.968
125,183,60593.448,7456.112,36553,65535,341.833,266.008,341.917,266.142,49.929,332,260,19,12,18.969,12.284,7.575,0.922,65067,-1.525,1.208,100,1.544,0.648,0.968
126,444,60525.491,8698.351,31122,65535,980.899,272.160,980.940,272.325,83.013,964,263,34,18,33.940,16.656,174.513,0.810,65535,-1.738,1.805,100,2.038,0.491,0.952
127,113,54848.717,12250.784,27136,65535,2288.819,271.323,2289.031,271.509,38.122,2283,265,11,13,13.527,10.636,66.232,0.977,60074,-0.899,-0.527,100,1.272,0.786,0.966
128,341,54613.390,11696.117,27315,65535,2105.019,287.993,2105.073,288.060,96.435,2097,268,15,42,39.472,10.999,89.434,0.461,59442,-0.760,-0.817,100,3.589,0.279,0.781
129,313,55900.767,8836.609,31125,65535,199.123,279.238,199.430,279.466,63.922,189,270,21,19,22.410,17.783,37.288,0.963,58828,-0.962,-0.106,100,1.260,0.794,0.978
130,180,59688.606,8571.459,32918,65535,1200.233,276.244,1200.141,276.390,48.988,1191,270,18,13,18.430,12.435,14.506,0.943,65174,-1.388,0.719,100,1.482,0.675,0.976
131,68,53150.029,11885.460,28919,65535,1323.662,274.250,1323.802,274.371,29.052,1319,270,9,9,9.495,9.119,30.681,1.000,56168,-0.513,-1.155,100,1.041,0.960,0.986
132,474,58510.677,8835.225,34588,65535,497.637,280.654,497.572,280.722,80.505,483,271,30,21,29.299,20.598,0.544,0.919,63224,-1.073,-0.210,100,1.422,0.703,0.976
133,136,54838.309,10960.928,25528,65535,2271.037,280.684,2271.232,280.742,48.786,2265,271,11,19,19.052,9.089,85.118,0.718,58495,-0.858,-0.371,100,2.096,0.477,0.858
134,49,54139.816,10443.680,33503,65529,212.990,279.602,212.830,279.778,25.383,209,275,8,9,8.409,7.419,112.041,0.956,56563,-0.656,-0.864,100,1.133,0.882,0.925
135,302,56842.030,9621.206,31279,65535,1390.666,286.381,1390.808,286.495,63.693,1381,276,20,21,22.696,16.942,132.169,0.935,60684,-0.922,-0.434,100,1.340,0.746,0.965
136,669,40820.770,11072.318,21809,65354,1888.374,293.330,1887.941,293.714,94.208,1871,281,34,25,34.365,24.787,5.628,0.947,39504,0.414,-0.750,100,1.386,0.721,0.982
137,204,59200.873,8789.752,32280,65535,1084.775,292.848,1084.856,293.015,51.398,1077,285,16,16,18.327,14.172,43.139,0.970,64128,-1.417,0.845,100,1.293,0.773,0.986
138,175,58991.766,9206.430,30451,65535,1779.437,294.277,1779.523,294.444,49.405,1771,287,17,14,19.056,11.693,27.155,0.901,64639,-1.381,0.803,100,1.630,0.614,0.970
139,187,58332.123,9463.735,32458,65535,736.340,296.179,736.410,296.221,49.465,728,288,16,16,17.499,13.607,137.727,0.960,63794,-1.106,-0.132,100,1.286,0.778,0.969
140,47,54606.553,10389.492,32063,65535,309.266,293.053,309.422,293.192,24.390,305,289,8,8,7.890,7.585,51.497,0.993,57622,-0.733,-0.659,100,1.040,0.961,0.931
141,428,42603.086,10693.362,23207,64462,1692.442,298.935,1692.321,299.229,77.856,1678,289,29,20,30.326,17.970,15.436,0.887,41821,0.265,-0.935,100,1.688,0.593,0.965
142,370,56401.308,9071.392,30056,65535,1060.935,301.895,1061.119,302.179,70.114,1049,292,24,20,25.438,18.520,21.778,0.946,58956,-1.025,0.213,100,1.374,0.728,0.972
143,252,59361.095,9011.415,31758,65535,512.127,302.790,512.260,302.830,57.148,502,294,19,17,19.671,16.311,29.782,0.970,64773,-1.398,0.747,100,1.206,0.829,0.969
144,140,55755.236,11228.179,25675,65535,2298.800,306.207,2299.073,306.232,49.317,2293,295,10,20,19.293,9.239,77.183,0.723,60552,-1.193,0.247,100,2.088,0.479,0.936
145,113,52012.699,12466.660,25130,65535,2264.553,305.783,2264.687,305.878,42.605,2259,297,10,17,18.222,7.896,70.849,0.782,56159,-0.545,-1.002,100,2.308,0.433,0.946
146,303,53678.221,9462.706,30679,65535,142.299,312.530,142.588,312.463,65.897,134,301,17,23,23.628,16.328,82.211,0.877,54268,-0.400,-0.897,100,1.447,0.691,0.945
147,144,57880.333,7144.371,38587,65535,154.167,314.500,154.206,314.369,48.439,149,305,10,19,19.698,9.308,76.781,0.771,59907,-0.689,-0.545,100,2.116,0.473,0.973
148,591,42284.570,11090.033,23190,65521,1854.006,318.992,1854.234,319.467,87.638,1840,305,28,27,29.701,25.335,38.993,0.967,40500,0.364,-0.932,100,1.172,0.853,0.983
149,251,46751.187,9569.776,27982,64665,2032.783,314.444,2032.449,314.629,58.164,2023,305,19,19,22.060,14.487,42.363,0.932,45279,0.172,-1.071,100,1.523,0.657,0.973
