 ,Area,Mean,StdDev,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Median,Skew,Kurt,%Area,AR,Round,Solidity
33,184,59748.130,8421.073,33236,65535,1345.690,142.620,1345.803,142.514,52.329,1338,134,16,18,21.335,10.981,50.728,0.844,64845,-1.356,0.582,100,1.943,0.515,0.984
34,261,59782.900,9076.269,27474,65535,584.305,149.626,584.491,149.794,58.460,574,141,20,17,20.323,16.352,5.237,0.960,65207,-1.686,1.975,100,1.243,0.805,0.970
35,680,31092.496,8042.090,20929,64000,1690.134,154.529,1690.572,154.174,95.983,1673,141,34,27,35.805,24.181,22.641,0.928,28890,1.501,2.504,100,1.481,0.675,0.976
36,161,53809.919,10911.715,31025,65535,393.655,155.761,393.863,155.535,56.932,387,144,13,23,22.153,9.253,73.741,0.624,56909,-0.583,-1.022,100,2.394,0.418,0.843
37,185,56626.103,10772.395,26420,65535,513.154,157.127,513.397,157.388,49.896,504,150,18,14,18.224,12.926,167.326,0.934,62117,-1.000,-0.273,100,1.410,0.709,0.964
38,187,61402.021,7123.710,35507,65535,610.083,158.029,610.119,158.184,48.664,602,151,16,14,16.502,14.428,6.343,0.992,65384,-1.834,2.321,100,1.144,0.874,0.979
39,257,46222.335,10702.504,25278,65473,1963.414,160.706,1963.125,161.045,61.379,1952,152,22,17,24.571,13.317,27.624,0.857,45453,-0.044,-0.962,100,1.845,0.542,0.968
40,184,62229.332,6136.850,34175,65535,799.582,165.745,799.684,165.832,49.305,792,158,15,16,18.079,12.958,55.463,0.951,65527,-2.212,4.685,100,1.395,0.717,0.987
41,143,52750.972,11831.330,28367,65535,636.689,168.402,636.728,168.466,42.533,630,162,13,13,14.530,12.531,137.548,0.993,54514,-0.320,-1.426,100,1.159,0.862,0.990
42,233,59974.695,7514.316,35204,65535,523.109,172.139,523.123,172.308,55.483,514,163,18,18,19.763,15.011,41.729,0.951,64787,-1.199,0.286,100,1.317,0.760,0.961
43,134,55792.731,10604.271,30651,65535,567.731,171.940,567.848,172.045,41.385,560,166,14,12,13.649,12.500,172.379,0.983,61510,-0.754,-0.787,100,1.092,0.916,0.968
44,159,54324.597,10618.341,29602,65535,1221.116,178.336,1221.230,178.361,59.126,1215,166,13,25,27.474,7.369,70.747,0.572,57726,-0.599,-0.966,100,3.729,0.268,0.906
45,440,41039.068,10104.933,25098,65535,1918.980,175.116,1919.926,175.208,83.032,1903,166,33,20,33.248,16.850,18.816,0.802,37912,0.901,-0.074,100,1.973,0.507,0.970
46,97,48199.804,12522.283,25648,65535,1315.747,180.758,1315.841,180.889,43.481,1309,173,14,15,20.215,6.110,49.276,0.645,50345,-0.231,-1.244,100,3.309,0.302,0.965
47,222,57196.649,11012.240,26670,65535,660.450,181.955,660.701,182.166,52.830,652,174,17,16,17.278,16.360,5.767,1.000,63997,-1.119,-0.063,100,1.056,0.947,0.982
48,189,59280.270,9038.309,29280,65535,595.013,181.034,595.250,181.185,52.324,585,175,20,12,20.627,11.666,172.147,0.867,64670,-1.513,1.386,100,1.768,0.566,0.959
49,209,55736.598,7946.449,34534,65408,1482.366,181.696,1482.319,181.810,53.955,1471,175,21,13,20.557,12.945,12.065,0.902,58201,-0.715,-0.499,100,1.588,0.630,0.963
50,310,53660.568,7790.415,34257,65535,524.284,190.016,524.387,190.095,64.984,513,181,24,17,23.427,16.848,2.113,0.922,54236,-0.423,-0.602,100,1.390,0.719,0.976
51,197,57755.832,9830.267,32425,65535,1175.053,189.074,1175.117,189.228,57.491,1164,181,21,16,24.723,10.146,32.323,0.749,62910,-1.099,-0.079,100,2.437,0.410,0.963
52,317,28580.394,5649.392,19942,50340,1895.752,191.172,1895.768,191.547,64.796,1884,182,23,18,22.491,17.946,16.803,0.949,27632,1.113,1.258,100,1.253,0.798,0.964
53,124,54905.790,11423.767,28798,65535,252.202,191.355,252.339,191.507,42.234,246,184,12,14,16.033,9.847,52.881,0.874,59913,-0.726,-0.864,100,1.628,0.614,0.954
54,162,56883.105,10554.638,30000,65535,681.457,190.543,681.556,190.743,45.808,673,184,16,13,16.192,12.739,159.273,0.970,62435,-0.957,-0.465,100,1.271,0.787,0.973
55,344,61039.302,7274.228,34819,65535,1979.416,197.686,1979.484,197.903,72.396,1969,185,23,25,25.868,16.932,54.469,0.825,65069,-1.799,2.275,100,1.528,0.655,0.954
56,266,35383.214,7502.621,23761,63798,1847.237,195.000,1847.559,195.164,60.662,1836,187,22,16,23.227,14.581,22.370,0.908,33355,1.551,2.477,100,1.593,0.628,0.966
57,183,60757.836,7525.694,37722,65535,1198.555,202.085,1198.721,202.123,51.231,1190,193,16,17,20.086,11.600,47.057,0.876,65031,-1.631,1.520,100,1.732,0.578,0.953
58,136,51630.647,12829.342,25635,65535,703.154,204.199,703.132,204.517,42.725,695,197,15,14,14.851,11.660,33.052,0.936,53805,-0.313,-1.412,100,1.274,0.785,0.935
59,98,50879.163,11989.475,26445,65468,1292.949,209.694,1293.014,209.837,41.897,1285,202,14,15,18.414,6.776,46.840,0.702,53537,-0.371,-1.197,100,2.718,0.368,0.956
60,259,36451.919,6601.841,24781,56547,1660.986,215.805,1661.067,215.978,60.680,1649,209,24,14,24.072,13.700,8.673,0.884,35942,0.699,0.430,100,1.757,0.569,0.976
61,196,61163.684,7274.108,35974,65535,1110.260,216.852,1110.279,217.053,51.861,1100,210,19,13,19.467,12.820,1.126,0.916,65208,-1.873,2.566,100,1.518,0.659,0.963
62,83,53140.349,11349.995,29957,65535,474.259,219.488,474.176,219.763,34.392,468,214,12,10,13.583,7.780,32.967,0.882,55484,-0.472,-1.150,100,1.746,0.573,0.943
63,283,62060.244,6132.894,37214,65535,785.133,222.330,785.182,222.454,60.829,774,214,22,17,21.817,16.516,11.609,0.961,65330,-2.164,4.168,100,1.321,0.757,0.971
64,192,61358.172,6898.664,37930,65535,1087.865,222.693,1087.972,222.803,53.407,1077,216,21,13,21.780,11.224,21.579,0.846,65349,-1.814,2.277,100,1.940,0.515,0.960
65,530,30684.917,6846.146,19464,56275,1977.138,232.862,1977.193,232.975,83.767,1962,221,29,24,30.311,22.263,27.840,0.949,29689,0.862,0.648,100,1.362,0.734,0.975
66,195,59439.718,8114.086,35049,65535,449.172,227.059,449.136,227.212,65.446,435,222,28,10,29.370,8.454,4.385,0.572,64015,-1.291,0.527,100,3.474,0.288,0.869
67,138,59971.696,7826.031,35593,65535,1061.594,227.587,1061.679,227.710,44.904,1053,222,17,11,18.455,9.521,22.327,0.860,64649,-1.450,1.049,100,1.938,0.516,0.979
68,119,55847.731,10460.495,31430,65531,1242.836,226.164,1242.777,226.310,48.550,1232,222,21,9,22.314,6.790,168.342,0.634,60793,-0.831,-0.719,100,3.286,0.304,0.908
69,175,58065.789,9648.503,30798,65535,1012.197,235.751,1012.275,235.868,48.473,1003,229,18,13,18.382,12.121,20.017,0.936,63497,-1.125,-0.059,100,1.516,0.659,0.970
70,192,54386.250,11824.072,28192,65535,982.411,237.807,982.597,237.886,50.405,973,231,18,14,17.993,13.587,17.994,0.950,58936,-0.598,-1.139,100,1.324,0.755,0.962
71,120,54364.433,11408.785,27252,65535,937.483,238.575,937.629,238.679,39.675,931,233,13,11,14.269,10.708,25.754,0.958,58361,-0.661,-0.907,100,1.333,0.750,0.988
72,103,59487.573,8071.674,34073,65535,1095.684,238.772,1095.810,238.850,38.120,1089,233,13,11,14.961,8.766,36.998,0.891,63517,-1.514,1.440,100,1.707,0.586,0.963
73,515,33435.340,7164.321,22735,61306,1585.890,246.521,1585.622,246.430,85.099,1570,235,31,23,32.896,19.933,23.696,0.894,31659,1.128,1.097,100,1.650,0.606,0.967
74,245,48829.894,12573.795,23157,65314,83.578,245.178,83.272,245.118,56.123,74,237,19,17,19.401,16.079,26.259,0.977,51169,-0.558,-0.891,100,1.207,0.829,0.974
75,189,61069.365,7584.646,34606,65535,862.728,243.056,862.879,243.263,55.356,851,237,22,13,23.101,10.417,163.635,0.775,65298,-1.771,2.018,100,2.218,0.451,0.933
76,189,59960.026,8340.555,31728,65535,1044.516,245.738,1044.686,245.864,51.099,1035,238,18,14,19.082,12.611,21.610,0.910,64840,-1.536,1.342,100,1.513,0.661,0.964
77,352,52846.702,7428.854,36929,65284,391.045,252.145,390.959,252.174,68.190,379,243,24,19,24.476,18.311,10.253,0.951,53135,-0.095,-1.162,100,1.337,0.748,0.978
78,127,56795.858,8486.373,34275,65535,555.681,249.815,555.747,249.913,41.507,548,244,15,11,15.810,10.228,15.103,0.926,60257,-0.990,-0.134,100,1.546,0.647,0.958
79,160,62563.150,5190.464,42755,65535,861.675,253.719,861.778,253.698,49.750,851,248,20,11,19.847,10.265,173.831,0.812,65481,-1.985,3.331,100,1.933,0.517,0.936
80,175,60145.023,7644.034,35257,65535,894.820,253.866,894.921,253.966,50.377,885,248,20,12,19.757,11.278,13.952,0.867,64667,-1.428,1.020,100,1.752,0.571,0.964
81,660,32925.891,8365.616,21590,62418,1609.815,260.261,1609.864,260.607,96.293,1591,248,37,25,37.311,22.522,17.619,0.894,31429,0.969,0.610,100,1.657,0.604,0.971
82,266,57421.068,7961.130,33527,65535,1287.929,256.511,1288.082,256.573,72.041,1272,249,31,14,32.005,10.582,17.407,0.644,60013,-1.112,0.383,100,3.024,0.331,0.947
83,212,58434.019,7759.155,34238,65535,1469.594,256.208,1469.680,256.331,53.582,1460,249,19,15,20.026,13.479,161.229,0.928,61615,-1.136,0.404,100,1.486,0.673,0.959
84,137,54696.708,10438.439,30587,65535,1068.339,255.157,1068.386,255.353,49.504,1058,250,20,10,20.402,8.550,8.037,0.702,57669,-0.675,-0.846,100,2.386,0.419,0.898
85,96,42843.135,8014.920,30057,61700,1451.656,255.365,1451.605,255.140,35.619,1445,250,12,11,12.504,9.776,33.058,0.951,40949,0.453,-0.813,100,1.279,0.782,0.941
86,295,62681.275,5776.674,40836,65535,1429.469,268.015,1429.631,268.040,69.067,1417,257,24,21,29.090,12.912,40.644,0.777,65520,-2.396,4.966,100,2.253,0.444,0.962
87,327,36082.251,7247.289,24417,61636,1455.937,268.855,1456.148,268.785,66.497,1444,259,24,19,24.573,16.943,22.344,0.929,34530,0.981,0.627,100,1.450,0.689,0.972
88,306,61080.363,7209.106,35067,65535,977.425,273.729,977.444,273.859,69.392,964,266,27,16,29.087,13.395,164.362,0.799,65308,-1.706,1.900,100,2.172,0.460,0.959
89,379,53591.515,8788.678,31875,65535,494.967,278.745,494.612,278.804,71.072,482,270,26,18,25.943,18.601,176.958,0.943,54516,-0.463,-0.695,100,1.395,0.717,0.979
90,146,52950.842,11010.590,27139,65535,194.562,278.103,194.864,278.307,43.503,187,271,15,14,15.186,12.241,33.744,0.969,56081,-0.616,-0.745,100,1.241,0.806,0.961
91,129,53918.023,9873.854,28870,65528,1199.376,276.477,1199.394,276.659,41.162,1192,271,15,11,15.543,10.567,19.149,0.957,57480,-0.628,-0.811,100,1.471,0.680,0.977
92,66,57949.470,8948.004,31286,65535,209.682,279.712,209.598,279.771,32.972,204,274,12,11,14.341,5.860,137.736,0.763,61038,-1.369,1.166,100,2.447,0.409,0.985
93,248,49656.621,11123.175,27355,65464,1390.746,285.560,1390.590,285.377,59.830,1381,276,20,19,21.831,14.464,137.800,0.871,51133,-0.375,-1.118,100,1.509,0.663,0.939
94,572,33410.350,7572.149,21637,57916,1887.906,291.633,1887.947,291.785,88.053,1871,280,33,24,32.105,22.684,2.367,0.927,31291,1.002,0.459,100,1.415,0.707,0.974
95,93,60869.355,7012.342,39571,65535,306.468,290.113,306.517,290.222,34.913,300,285,12,10,12.586,9.408,22.768,0.959,64952,-1.556,1.328,100,1.338,0.747,0.959
96,202,60000.757,6267.690,38144,65535,1083.921,292.980,1083.980,293.074,51.322,1076,285,16,16,18.636,13.801,45.017,0.964,62331,-1.516,1.752,100,1.350,0.741,0.983
97,207,60729.599,7973.306,34910,65535,1780.621,293.321,1780.663,293.521,53.879,1771,286,19,14,20.537,12.834,17.634,0.896,65309,-1.731,1.821,100,1.600,0.625,0.958
98,523,31353.424,7700.723,21542,60647,1693.076,298.439,1693.117,298.528,86.339,1676,288,33,20,33.842,19.677,11.904,0.882,29103,1.393,1.838,100,1.720,0.581,0.978
99,245,47422.306,8216.532,29675,64531,1060.920,301.516,1060.673,301.649,57.258,1051,294,20,15,21.285,14.656,19.376,0.939,47059,0.070,-0.763,100,1.452,0.689,0.982
100,64,55039.188,10609.437,31833,65535,507.750,300.422,507.792,300.638,28.261,503,296,9,9,9.413,8.657,44.282,1.000,59434,-0.687,-0.831,100,1.087,0.920,0.970
101,394,47849.066,10950.665,27940,65500,143.799,312.355,144.105,312.413,71.007,132,301,23,22,23.394,21.444,6.522,0.982,48058,0.002,-1.274,100,1.091,0.917,0.975
102,569,32051.485,7318.827,21707,62335,1853.588,317.003,1853.044,317.203,86.533,1839,303,29,27,28.900,25.068,37.983,0.955,30234,1.446,2.375,100,1.153,0.867,0.975
103,499,46246.230,11679.662,24189,65535,60.047,317.043,60.112,317.071,80.815,46,305,28,24,28.583,22.228,27.343,0.960,45863,0.005,-1.193,100,1.286,0.778,0.970
104,206,59417.908,9102.849,31156,65535,1815.859,314.417,1815.924,314.604,52.953,1807,306,17,17,18.561,14.131,42.668,0.923,64881,-1.451,0.950,100,1.313,0.761,0.949
105,321,49043.617,8245.019,30179,64976,816.877,319.123,816.553,319.216,66.802,805,309,23,20,25.250,16.186,36.513,0.904,48758,-0.017,-0.745,100,1.560,0.641,0.973
106,63,44027.032,7806.181,31172,61673,2032.087,313.230,2031.820,313.287,28.426,2027,309,10,8,10.401,7.712,29.264,0.980,42641,0.363,-0.686,100,1.349,0.741,0.962
107,161,64085.056,4104.867,42531,65535,796.270,321.500,796.370,321.558,46.502,788,314,17,14,16.409,12.492,158.239,0.936,65535,-3.440,11.508,100,1.314,0.761,0.973
108,167,54233.838,7483.072,36533,65431,470.117,322.979,470.081,322.952,47.369,461,317,18,12,17.863,11.904,167.386,0.935,54938,-0.401,-0.813,100,1.501,0.666,0.977
109,209,56853.067,8832.680,31570,65535,1062.438,328.916,1062.331,328.734,51.999,1053,321,17,16,17.554,15.159,135.536,0.971,60094,-1.125,0.423,100,1.158,0.864,0.957
110,238,62240.462,6333.784,35814,65535,1368.286,335.597,1368.384,335.707,57.939,1359,327,19,18,22.595,13.411,36.656,0.891,65535,-2.208,4.133,100,1.685,0.594,0.973
111,302,51352.980,11050.196,26200,65535,161.589,340.358,161.683,340.346,62.840,151,331,21,19,22.446,17.130,36.362,0.961,53686,-0.442,-0.981,100,1.310,0.763,0.970
112,151,57157.404,6930.874,40311,65535,669.334,338.599,669.441,338.529,44.362,661,332,16,13,16.262,11.823,29.992,0.964,59126,-0.724,-0.580,100,1.376,0.727,0.965
113,323,51419.263,8110.006,33035,64805,523.002,342.029,523.086,341.807,64.729,511,333,23,18,22.874,17.979,11.262,0.969,52294,-0.345,-0.959,100,1.272,0.786,0.976
114,396,64089.389,3998.321,39560,65535,563.727,351.136,563.748,351.266,89.692,552,335,25,34,35.879,14.053,52.014,0.619,65535,-3.629,13.893,100,2.553,0.392,0.882
115,341,48373.701,9394.058,32572,65218,1021.380,345.591,1021.620,345.647,68.427,1010,335,23,21,25.668,16.915,34.839,0.915,47487,0.194,-1.197,100,1.518,0.659,0.961
116,290,49097.048,8289.985,31218,65224,281.752,346.407,281.738,346.453,61.016,271,337,21,18,21.043,17.547,14.256,0.979,49571,-0.208,-0.878,100,1.199,0.834,0.975
117,127,58592.583,6891.828,42214,65535,913.445,342.177,913.475,342.220,41.871,905,337,16,10,16.158,10.008,13.304,0.910,61101,-0.853,-0.500,100,1.615,0.619,0.966
118,136,53452.824,8418.347,36121,65535,1039.765,344.213,1039.717,344.352,41.648,1033,338,14,12,14.489,11.951,16.994,0.985,55292,-0.367,-1.010,100,1.212,0.825,0.993
119,293,56539.505,9452.830,33061,65535,589.435,350.032,589.059,349.855,62.402,577,341,23,18,21.093,17.686,18.286,0.946,60357,-0.850,-0.590,100,1.193,0.838,0.961
120,116,61191.905,6440.067,40550,65535,946.302,345.612,946.330,345.739,39.485,939,341,14,10,14.614,10.106,169.964,0.935,64588,-1.609,1.603,100,1.446,0.692,0.967
121,95,53581.663,11178.260,29092,65535,1530.805,346.037,1530.940,346.139,35.806,1524,341,13,10,13.929,8.684,28.944,0.931,56970,-0.536,-1.017,100,1.604,0.623,0.969
122,219,59337.763,7410.249,35264,65535,1238.870,349.934,1239.008,350.026,53.705,1230,342,18,16,19.613,14.217,32.940,0.954,62930,-1.289,0.702,100,1.380,0.725,0.984
123,159,65113.208,1217.457,56856,65535,574.764,358.500,574.775,358.509,45.784,568,350,14,16,15.713,12.884,70.902,0.953,65535,-3.874,17.332,100,1.220,0.820,0.975
124,346,46203.708,9206.403,29114,65532,737.344,358.803,737.682,358.871,67.289,725,350,24,18,23.797,18.512,10.854,0.960,44250,0.497,-0.799,100,1.285,0.778,0.982
125,253,47718.458,8324.127,30236,65191,1001.223,358.919,1001.229,359.102,62.767,989,351,23,17,24.610,13.090,148.119,0.807,47480,0.069,-0.698,100,1.880,0.532,0.949
126,85,55496.765,9975.497,30092,65535,1385.324,355.794,1385.473,355.842,34.126,1379,351,12,10,13.384,8.086,31.504,0.917,59305,-0.928,-0.270,100,1.655,0.604,0.960
127,312,51605.208,9581.112,31801,65535,1796.138,363.590,1796.160,363.727,66.651,1783,356,26,15,26.489,14.997,6.520,0.883,52735,-0.306,-1.077,100,1.766,0.566,0.977
128,500,34358.512,9749.133,19976,65056,1612.638,370.302,1612.896,370.780,80.441,1599,358,27,24,27.295,23.323,19.969,0.971,32740,0.894,0.251,100,1.170,0.854,0.982
129,338,45638.751,12196.540,26797,64898,825.186,372.192,825.581,372.423,66.383,813,363,23,19,22.766,18.903,9.384,0.964,46547,-0.041,-1.439,100,1.204,0.830,0.971
130,207,59647.498,5971.962,41083,65535,1109.896,371.862,1109.848,371.987,56.792,1098,364,22,14,22.832,11.543,21.816,0.807,61736,-1.231,0.717,100,1.978,0.506,0.956
131,80,61166.675,6599.045,35965,65535,532.962,372.825,533.086,372.921,33.201,526,369,13,8,12.790,7.964,8.681,0.912,64642,-1.804,2.619,100,1.606,0.623,0.958
132,149,39341.953,8913.754,25604,61869,1350.581,374.755,1350.289,374.833,46.321,1341,369,18,11,18.599,10.200,18.098,0.873,36886,0.771,-0.204,100,1.823,0.548,0.964
133,357,45642.398,9542.301,28827,65535,679.071,378.410,679.538,378.412,69.031,666,370,26,17,25.595,17.759,0.427,0.941,44573,0.283,-0.854,100,1.441,0.694,0.982
134,326,57296.920,6806.809,38224,65535,865.883,380.564,865.961,380.567,66.284,854,372,24,18,24.785,16.747,20.880,0.932,58523,-0.696,-0.411,100,1.480,0.676,0.978
135,175,50102.154,11147.571,27255,65374,81.980,394.317,82.200,394.409,48.496,73,387,17,14,17.897,12.450,27.136,0.935,51730,-0.412,-1.089,100,1.437,0.696,0.962
136,225,55996.511,6740.043,37309,65535,666.091,395.687,666.255,395.828,55.090,656,388,20,15,20.461,14.001,13.116,0.932,57058,-0.471,-0.722,100,1.461,0.684,0.966
137,321,55635.000,7444.793,37116,65479,1051.914,397.584,1051.777,397.758,66.090,1040,388,24,19,25.068,16.304,25.748,0.924,57524,-0.692,-0.608,100,1.538,0.650,0.968
138,264,60853.242,5567.233,45676,65535,945.159,398.909,945.172,398.976,58.159,935,390,19,18,18.883,17.801,150.023,0.981,63233,-1.188,0.248,100,1.061,0.943,0.965
139,128,56462.094,7906.959,35177,65484,1594.781,395.281,1594.730,395.399,40.822,1587,390,15,11,14.847,10.977,9.248,0.965,59017,-0.830,-0.317,100,1.353,0.739,0.985
140,106,53177.802,11188.009,28705,65525,1973.387,394.547,1973.525,394.576,43.639,1965,390,17,10,17.200,7.847,15.368,0.699,56540,-0.558,-0.994,100,2.192,0.456,0.855
141,378,49899.230,8989.719,29461,65535,922.532,409.172,922.382,409.361,72.097,910,400,26,19,27.168,17.715,22.078,0.914,49361,-0.033,-1.050,100,1.534,0.652,0.982
142,312,46695.240,9976.266,30291,65298,424.147,409.439,424.345,409.553,64.285,413,401,23,17,23.607,16.828,15.963,0.949,45553,0.190,-1.197,100,1.403,0.713,0.983
143,148,42148.034,7191.856,28171,59939,1502.270,412.676,1502.201,412.839,43.332,1495,406,14,13,14.770,12.758,21.610,0.991,41428,0.481,-0.502,100,1.158,0.864,0.974
144,349,47152.659,9189.438,27663,64260,89.067,418.042,89.353,417.919,66.876,79,407,20,22,22.310,19.917,56.578,0.981,46909,-0.047,-0.917,100,1.120,0.893,0.975
145,216,50793.690,8076.736,33726,65503,668.634,416.875,668.648,416.812,54.215,659,409,19,15,20.614,13.342,24.900,0.923,50693,-0.108,-0.748,100,1.545,0.647,0.966
146,400,49480.092,10796.719,27305,65535,131.585,419.175,132.052,419.027,72.524,119,410,26,19,26.261,19.393,6.076,0.956,49909,-0.177,-1.153,100,1.354,0.738,0.986
147,361,43152.316,9468.040,28500,65350,549.112,423.345,549.204,423.224,69.110,537,414,24,19,24.949,18.423,15.318,0.950,41486,0.579,-0.678,100,1.354,0.738,0.974
148,57,42880.333,8469.127,28182,62616,1818.254,421.272,1818.577,421.243,28.036,1813,417,10,8,11.218,6.470,29.430,0.911,41154,0.606,-0.317,100,1.734,0.577,0.958
149,304,50846.964,8481.563,30131,65271,1515.316,437.523,1515.071,437.718,62.973,1504,428,21,19,21.971,17.617,35.510,0.963,51492,-0.265,-0.845,100,1.247,0.802,0.970
