 ,Area,Mean,StdDev,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Median,Skew,Kurt,%Area,AR,Round,Solidity
18,208,52208.793,12761.179,24568,65535,396.173,159.596,396.463,159.264,71.118,388,144,16,29,31.845,8.316,66.236,0.517,55952,-0.587,-1.051,100,3.829,0.261,0.872
19,205,61086.746,7729.362,34678,65535,611.490,158.398,611.633,158.496,51.035,603,151,17,15,17.219,15.159,14.799,0.989,65431,-1.866,2.419,100,1.136,0.880,0.986
20,182,60377.665,8470.422,32093,65535,515.060,158.538,515.121,158.724,50.057,506,152,18,14,18.812,12.318,163.065,0.913,65132,-1.713,1.832,100,1.527,0.655,0.963
21,231,60678.991,7938.605,35474,65535,799.742,165.379,799.810,165.500,55.319,792,156,16,19,20.364,14.443,66.824,0.949,65470,-1.671,1.733,100,1.410,0.709,0.969
22,108,53769.509,12334.980,28177,65535,640.611,167.926,640.763,168.033,37.025,635,162,11,12,12.833,10.715,121.729,0.990,59906,-0.612,-1.098,100,1.198,0.835,0.982
23,216,62441.412,6639.599,33730,65535,524.051,171.060,524.031,171.145,53.369,515,163,18,15,18.476,14.885,12.288,0.953,65535,-2.428,5.169,100,1.241,0.806,0.973
24,137,53288.869,13191.971,25754,65535,570.748,172.398,570.847,172.590,41.519,564,166,13,13,13.866,12.580,141.191,0.999,60001,-0.633,-1.110,100,1.102,0.907,0.975
25,258,61134.295,7688.719,32918,65535,666.930,182.717,667.035,182.802,57.240,658,174,18,17,18.911,17.370,27.279,0.990,65223,-1.990,3.107,100,1.089,0.919,0.990
26,216,59757.940,9340.638,31912,65535,598.153,182.222,598.322,182.398,55.972,588,175,21,13,22.077,12.457,173.507,0.866,65163,-1.628,1.379,100,1.772,0.564,0.973
27,159,56792.616,7381.799,33831,65535,119.324,181.745,119.442,181.893,46.029,111,176,16,12,16.908,11.974,13.684,0.943,58532,-0.740,-0.206,100,1.412,0.708,0.970
28,102,49968.559,13292.904,14796,65535,1222.127,184.980,1222.286,185.019,39.819,1218,178,9,15,16.134,8.050,76.922,0.808,52700,-0.470,-0.972,100,2.004,0.499,0.949
29,180,49435.772,8247.145,32269,65470,523.356,189.122,523.407,189.031,50.684,516,181,15,17,18.038,12.706,68.731,0.881,48741,0.210,-0.850,100,1.420,0.704,0.916
30,208,59583.370,8973.189,29823,65535,1178.356,190.236,1178.343,190.368,58.812,1167,182,22,16,25.291,10.471,29.567,0.756,64953,-1.547,1.338,100,2.415,0.414,0.959
31,101,58810.941,9720.790,28618,65535,533.678,191.262,533.545,191.454,37.973,528,184,11,13,13.059,9.848,74.287,0.880,64635,-1.400,0.812,100,1.326,0.754,0.967
32,192,59167.938,9555.037,30703,65535,685.172,190.990,685.249,191.214,49.890,676,184,17,14,17.238,14.181,167.894,0.969,64872,-1.497,1.081,100,1.216,0.823,0.970
33,195,60315.108,8751.329,30098,65535,1200.418,201.551,1200.641,201.629,52.575,1191,193,17,17,19.886,12.485,46.329,0.887,65311,-1.861,2.514,100,1.593,0.628,0.942
34,161,56193.845,11006.103,31046,65535,708.214,203.109,708.247,203.241,45.695,700,197,16,12,16.439,12.470,1.082,0.969,62094,-0.857,-0.708,100,1.318,0.759,0.982
35,139,45561.381,15107.384,19173,65535,1294.514,208.112,1294.543,208.455,46.786,1287,200,15,16,20.053,8.826,47.419,0.798,45351,-0.114,-1.420,100,2.272,0.440,0.975
36,217,63072.263,5099.055,39097,65535,1112.514,213.228,1112.570,213.317,54.494,1102,207,20,13,20.688,13.355,177.289,0.918,65534,-2.552,6.250,100,1.549,0.646,0.973
37,338,61709.896,6361.806,38001,65535,787.352,217.299,787.388,217.396,66.149,776,208,23,19,23.148,18.591,179.461,0.971,65236,-1.876,2.658,100,1.245,0.803,0.974
38,244,62494.480,6119.455,39169,65535,1089.840,221.439,1089.899,221.547,58.934,1079,213,21,17,23.514,13.212,29.841,0.883,65496,-2.327,4.571,100,1.780,0.562,0.972
39,100,46235.210,14780.401,21303,65535,476.300,219.990,476.378,220.180,35.895,470,215,12,10,12.690,10.034,8.371,0.975,46676,-0.054,-1.474,100,1.265,0.791,0.971
40,154,54688.935,11941.244,26581,65535,1243.357,223.377,1243.436,223.539,52.770,1233,218,21,11,23.270,8.426,167.310,0.695,59957,-0.808,-0.743,100,2.762,0.362,0.917
41,301,53738.864,13322.195,23817,65535,450.666,226.038,450.702,226.294,78.215,434,221,34,11,34.818,11.007,1.907,0.618,60248,-0.783,-0.855,100,3.163,0.316,0.948
42,173,60655.023,8012.763,31264,65535,1065.760,226.795,1065.970,226.865,50.520,1056,221,20,12,20.984,10.497,18.842,0.852,65232,-1.823,2.439,100,1.999,0.500,0.975
43,72,56631.444,9511.264,34255,65535,110.222,227.000,110.342,227.102,30.206,105,223,10,8,10.629,8.625,0.000,0.992,60199,-0.801,-0.726,100,1.232,0.811,1.000
44,246,56554.768,11811.344,26381,65535,1015.187,232.980,1015.286,233.134,56.809,1005,225,20,16,20.595,15.208,18.377,0.958,64100,-1.061,-0.294,100,1.354,0.738,0.967
45,241,54019.361,13453.888,24226,65535,985.662,237.558,985.829,237.755,56.170,975,230,20,16,19.669,15.600,178.044,0.960,60231,-0.796,-0.844,100,1.261,0.793,0.970
46,103,57347.320,10128.331,29813,65535,1100.422,237.539,1100.526,237.717,38.351,1093,231,13,12,14.916,8.792,41.908,0.880,62588,-1.171,0.203,100,1.696,0.589,0.954
47,119,50770.244,13368.600,24986,65535,1466.803,237.592,1466.780,237.858,40.725,1460,232,14,12,16.173,9.369,34.545,0.902,54586,-0.443,-1.206,100,1.726,0.579,0.979
48,228,51726.075,10961.314,25087,65474,84.706,243.482,84.511,243.487,54.150,76,235,17,17,18.451,15.733,40.609,0.977,54091,-0.616,-0.692,100,1.173,0.853,0.970
49,145,49872.600,14291.877,24540,65535,942.583,241.831,942.589,242.056,43.220,935,236,15,12,15.439,11.958,16.900,0.975,53209,-0.313,-1.438,100,1.291,0.775,0.983
50,221,58888.991,10229.791,28440,65535,863.726,243.708,864.026,244.008,60.677,851,237,24,14,25.287,11.128,167.275,0.754,65047,-1.483,0.934,100,2.272,0.440,0.915
51,233,58127.043,11121.743,26945,65535,1046.637,245.861,1047.023,246.020,56.121,1036,238,20,15,20.656,14.362,11.227,0.930,64829,-1.441,0.800,100,1.438,0.695,0.961
52,464,51375.920,10874.984,26550,65535,393.325,251.933,393.435,252.273,77.425,380,241,27,22,26.956,21.917,8.353,0.973,53511,-0.516,-0.927,100,1.230,0.813,0.981
53,98,58041.459,9793.385,33538,65535,558.776,249.755,558.912,249.867,36.214,552,245,13,9,13.744,9.079,7.691,0.939,63702,-1.211,0.216,100,1.514,0.661,0.975
54,170,55147.406,11569.247,25983,65535,1069.559,251.888,1069.589,252.074,56.116,1058,246,23,12,24.465,8.848,14.303,0.678,59398,-0.875,-0.547,100,2.765,0.362,0.899
55,194,57342.495,10776.597,28447,65535,896.242,253.943,896.482,254.054,52.444,886,248,20,12,20.589,11.997,9.577,0.886,62944,-1.149,0.025,100,1.716,0.583,0.968
56,321,56184.791,9063.733,29778,65535,1290.217,255.774,1290.501,255.823,76.354,1274,248,32,15,33.350,12.255,16.450,0.692,59056,-1.073,0.337,100,2.721,0.367,0.968
57,282,57685.855,9752.883,30041,65535,1470.060,256.649,1470.239,256.753,61.567,1459,248,22,17,22.595,15.891,157.725,0.935,62707,-1.141,0.098,100,1.422,0.703,0.974
58,215,59671.451,9427.976,27338,65535,862.812,255.402,863.145,255.344,56.822,851,249,22,13,22.458,12.189,172.772,0.837,65451,-1.595,1.408,100,1.842,0.543,0.943
59,540,36744.546,8985.356,21478,64733,1454.115,265.285,1454.185,264.921,92.146,1443,249,27,31,30.280,22.707,110.738,0.799,35276,0.803,0.345,100,1.334,0.750,0.881
60,386,60560.788,9237.442,26212,65535,1429.207,268.456,1429.502,268.562,77.242,1416,256,26,25,32.062,15.329,43.682,0.813,65525,-2.016,2.988,100,2.092,0.478,0.952
61,376,35727.939,9613.234,10156,65043,1606.851,264.215,1606.920,264.659,79.949,1592,256,34,17,31.681,15.111,178.267,0.739,35355,0.217,0.507,100,2.097,0.477,0.954
62,71,42972.873,14208.765,23066,65514,338.993,264.092,339.170,264.177,30.021,334,260,10,9,10.196,8.866,14.424,0.990,41082,0.254,-1.381,100,1.150,0.870,0.986
63,437,58973.849,10460.926,27070,65535,979.024,274.685,979.104,274.874,82.390,963,266,33,17,34.153,16.291,171.495,0.809,65433,-1.513,1.026,100,2.096,0.477,0.969
64,161,56767.534,6800.804,34993,65535,196.351,277.289,196.470,277.447,45.398,189,270,15,15,15.864,12.922,44.014,0.982,58523,-0.795,-0.086,100,1.228,0.815,0.964
65,446,54504.166,11099.865,27657,65535,497.610,279.487,497.125,279.591,77.540,483,270,29,20,28.915,19.639,177.570,0.932,58038,-0.656,-0.827,100,1.472,0.679,0.969
66,150,55974.760,11102.584,24336,65535,1201.820,275.813,1202.031,275.939,44.169,1194,270,15,12,15.790,12.095,17.020,0.966,60710,-1.103,0.037,100,1.305,0.766,0.977
67,74,54821.419,9936.244,29635,65535,212.054,279.338,211.892,279.347,34.735,207,273,11,12,14.672,6.422,132.827,0.771,57772,-0.871,-0.205,100,2.285,0.438,0.955
68,297,52329.310,11759.631,26094,65535,1391.163,285.264,1391.090,285.440,63.815,1381,275,21,21,22.370,16.905,134.335,0.916,55977,-0.682,-0.815,100,1.323,0.756,0.949
69,136,49921.118,14424.700,23475,65535,308.522,290.176,308.631,290.373,41.821,301,284,14,13,14.086,12.293,11.109,0.977,54809,-0.373,-1.362,100,1.146,0.873,0.948
70,209,60136.368,7776.698,32953,65535,1086.481,292.557,1086.607,292.647,52.586,1078,284,17,17,18.501,14.384,43.868,0.950,64160,-1.717,2.140,100,1.286,0.777,0.961
71,532,32190.521,9569.928,20579,65387,1693.774,297.880,1693.496,298.080,85.542,1677,287,33,21,32.729,20.696,10.689,0.914,29648,1.482,2.128,100,1.581,0.632,0.981
72,262,49089.389,9045.731,28422,65348,1063.760,300.611,1063.514,300.774,58.727,1054,292,20,17,21.421,15.573,22.775,0.955,48896,-0.059,-0.886,100,1.376,0.727,0.981
73,121,57532.190,11734.212,15769,65535,1778.384,296.393,1778.337,296.558,43.883,1770,292,18,9,18.202,8.464,175.146,0.790,63585,-1.750,2.509,100,2.151,0.465,0.945
74,133,52483.105,13111.706,25415,65535,510.883,301.184,511.054,301.444,41.201,504,295,13,12,13.652,12.404,162.888,0.985,56821,-0.694,-0.957,100,1.101,0.909,0.971
75,363,48449.818,10090.813,27814,65257,144.434,310.899,144.505,310.814,68.161,133,300,22,21,22.589,20.461,26.563,0.982,49295,-0.128,-1.151,100,1.104,0.906,0.974
76,492,46621.837,12346.079,22991,65535,61.646,315.278,61.704,315.178,80.134,48,304,27,23,28.424,22.039,24.595,0.963,47230,-0.101,-1.149,100,1.290,0.775,0.985
77,185,60259.968,8568.207,29610,65535,1817.305,314.489,1817.272,314.732,50.959,1809,306,16,16,18.199,12.943,40.963,0.895,65140,-1.786,2.247,100,1.406,0.711,0.946
78,121,61722.000,7692.019,32862,65535,804.434,312.128,804.524,312.326,42.317,796,307,15,13,13.850,11.124,159.592,0.849,65535,-2.166,3.620,100,1.245,0.803,0.931
79,313,54832.026,8683.577,33514,65535,818.050,318.257,818.071,318.305,66.107,806,308,23,20,24.483,16.278,36.027,0.900,56142,-0.459,-0.956,100,1.504,0.665,0.965
80,473,32529.455,8939.600,15227,64056,1853.257,319.185,1852.943,319.642,79.499,1840,308,27,22,27.355,22.016,11.043,0.940,31183,0.890,0.688,100,1.243,0.805,0.977
81,202,63513.153,5027.040,40407,65535,796.193,321.069,796.327,321.138,52.167,787,313,19,15,18.248,14.095,170.121,0.933,65535,-3.079,9.086,100,1.295,0.772,0.964
82,189,55953.233,7457.447,38456,65535,471.415,323.262,471.482,323.296,50.423,462,317,19,13,19.291,12.474,168.369,0.934,57750,-0.651,-0.601,100,1.546,0.647,0.974
83,259,57189.656,9720.604,32010,65535,1064.940,328.253,1064.997,328.163,57.817,1055,320,19,17,19.961,16.521,148.926,0.974,61869,-1.066,-0.122,100,1.208,0.828,0.979
84,259,60967.977,7560.748,32692,65535,1371.284,336.079,1371.391,336.126,60.934,1361,326,20,19,24.029,13.724,38.906,0.877,65391,-1.774,2.242,100,1.751,0.571,0.970
85,320,50773.841,9842.313,28056,65490,162.691,339.303,162.657,339.174,64.659,152,330,22,19,23.418,17.398,31.552,0.962,51875,-0.417,-0.918,100,1.346,0.743,0.979
86,212,54188.637,10342.350,25934,65535,671.590,339.349,671.875,339.231,52.779,663,332,17,15,18.321,14.733,21.585,0.956,56269,-0.773,-0.430,100,1.244,0.804,0.975
87,315,53550.794,9948.653,27791,65535,525.970,342.167,526.074,341.906,64.190,514,333,23,19,22.234,18.039,10.026,0.961,56258,-0.774,-0.335,100,1.233,0.811,0.965
88,383,50603.658,10199.599,29740,65535,1021.641,346.727,1021.856,346.800,72.597,1009,336,25,21,27.497,17.735,31.281,0.913,51525,-0.272,-1.092,100,1.550,0.645,0.975
89,206,54069.141,9879.089,28051,65535,1043.005,343.573,1042.935,343.911,51.758,1034,336,18,15,18.326,14.312,14.947,0.966,56543,-0.659,-0.670,100,1.280,0.781,0.972
90,266,51003.207,10060.428,27620,65480,282.726,345.553,282.450,345.681,58.338,273,337,19,17,19.720,17.174,9.112,0.982,53018,-0.451,-0.944,100,1.148,0.871,0.978
91,118,60218.458,6472.752,39755,65535,913.093,341.542,913.119,341.641,40.477,905,337,16,9,16.057,9.357,4.404,0.905,62763,-1.558,1.747,100,1.716,0.583,0.963
92,196,63713.990,4383.496,42381,65535,572.066,347.714,572.091,347.817,51.828,563,339,16,17,17.900,13.942,51.054,0.917,65535,-2.950,8.440,100,1.284,0.779,0.958
93,151,59733.854,8850.427,28699,65535,945.401,346.341,945.411,346.501,45.584,937,341,16,11,16.555,11.613,169.046,0.913,64885,-1.719,2.299,100,1.425,0.702,0.977
94,205,61292.078,5769.813,37612,65535,1241.427,349.378,1241.488,349.440,52.068,1233,341,17,16,18.408,14.180,33.086,0.950,63938,-1.804,3.038,100,1.298,0.770,0.981
95,113,58087.743,9578.868,30081,65535,1531.235,346.376,1531.362,346.451,38.731,1524,341,14,11,14.436,9.967,29.641,0.947,62422,-1.206,0.359,100,1.448,0.690,0.966
96,305,57177.046,9132.038,29474,65535,592.316,350.598,592.176,350.362,63.596,580,342,23,18,22.052,17.610,8.235,0.948,61031,-1.018,-0.016,100,1.252,0.799,0.958
97,189,62736.169,5466.170,41177,65535,561.013,359.738,561.091,359.757,55.206,556,348,11,23,22.602,10.647,92.060,0.779,65535,-2.258,4.296,100,2.123,0.471,0.943
98,383,48325.172,11297.875,28259,65535,736.884,357.792,737.388,357.553,71.174,724,348,25,19,25.311,19.267,11.391,0.950,48111,0.024,-1.279,100,1.314,0.761,0.977
99,103,50223.621,13403.553,25254,65535,1387.694,353.743,1387.799,353.925,36.749,1381,348,13,11,13.768,9.525,32.659,0.958,52747,-0.359,-1.282,100,1.445,0.692,0.967
100,136,64163.934,2918.902,52662,65535,578.029,360.051,578.061,360.034,42.848,572,352,13,15,14.834,11.674,56.340,0.931,65535,-2.364,4.717,100,1.271,0.787,0.971
101,297,49218.626,10033.940,29086,65535,1001.460,360.318,1001.530,360.526,67.792,989,352,24,18,25.559,14.795,145.145,0.812,49473,-0.153,-0.963,100,1.728,0.579,0.930
102,322,54576.671,10800.835,25580,65519,1796.500,365.534,1796.322,365.774,67.723,1783,358,26,15,26.787,15.305,4.092,0.882,58624,-1.120,0.208,100,1.750,0.571,0.982
103,449,36328.710,11038.215,18312,65158,1612.790,370.894,1613.088,371.651,75.946,1600,359,25,23,25.281,22.613,19.927,0.978,34082,0.614,-0.297,100,1.118,0.894,0.975
104,366,48187.301,12131.808,23250,65220,825.221,371.432,825.270,371.588,69.145,813,362,24,19,24.186,19.268,1.630,0.962,49634,-0.290,-1.220,100,1.255,0.797,0.971
105,250,60678.052,7992.704,33291,65535,1112.240,371.304,1112.370,371.366,61.667,1100,363,23,16,25.118,12.672,22.882,0.826,65143,-1.774,2.047,100,1.982,0.505,0.956
106,55,45254.600,13638.505,23298,65502,538.209,369.882,538.409,370.230,26.459,534,366,9,8,9.290,7.538,147.105,0.987,45937,0.011,-1.355,100,1.232,0.811,0.982
107,143,41091.531,8328.486,26229,63040,1352.675,372.934,1352.894,372.993,44.720,1344,367,17,11,17.515,10.395,17.436,0.899,41095,0.262,-0.471,100,1.685,0.594,0.969
108,35,42520.914,11877.865,22707,60975,531.814,372.643,532.159,372.946,22.618,528,369,8,7,9.248,4.819,136.454,0.860,43224,-0.076,-1.215,100,1.919,0.521,0.886
109,373,42728.627,10541.057,25197,65208,682.403,378.377,682.723,378.081,70.923,669,369,26,18,26.306,18.054,0.410,0.932,40758,0.357,-0.934,100,1.457,0.686,0.970
110,355,58115.051,7016.920,37903,65535,865.751,380.244,865.845,380.277,68.866,853,371,25,19,25.405,17.792,22.935,0.941,59987,-0.853,-0.196,100,1.428,0.700,0.973
111,136,52586.162,13340.892,26311,65535,26.118,386.713,26.346,386.814,48.494,18,380,18,12,18.671,9.274,168.980,0.727,56950,-0.594,-1.163,100,2.013,0.497,0.875
112,204,49409.015,11286.609,26836,65534,83.588,393.142,83.536,393.469,52.441,74,386,18,14,19.241,13.500,24.035,0.932,50318,-0.174,-1.243,100,1.425,0.702,0.974
113,257,52484.984,9290.105,27743,65435,669.247,395.940,669.208,396.133,58.698,659,388,21,16,21.760,15.038,10.470,0.937,53407,-0.480,-0.721,100,1.447,0.691,0.970
114,291,59255.127,7979.730,34641,65535,944.830,399.277,944.804,399.488,60.979,935,390,19,19,20.145,18.393,138.810,0.983,63014,-1.312,0.649,100,1.095,0.913,0.973
115,332,57598.151,9513.069,26683,65535,1051.093,398.708,1051.200,398.848,67.872,1039,390,24,18,26.222,16.120,24.421,0.906,62085,-1.230,0.518,100,1.627,0.615,0.979
116,135,56534.511,11205.740,27739,65535,1595.122,395.974,1595.129,396.151,41.730,1588,390,14,12,14.704,11.690,12.550,0.974,63086,-1.051,-0.193,100,1.258,0.795,0.964
117,117,52818.470,11888.454,24320,65535,1973.252,396.568,1973.487,396.572,43.965,1965,392,17,10,18.014,8.270,16.233,0.761,56834,-0.598,-0.950,100,2.178,0.459,0.903
118,305,47651.049,11747.925,24418,65535,425.136,409.267,425.211,409.360,63.461,414,400,22,18,22.746,17.073,15.684,0.952,48102,-0.144,-1.226,100,1.332,0.751,0.971
119,391,53242.905,9772.173,30321,65535,922.449,409.653,922.040,409.830,73.133,909,400,27,20,27.489,18.110,24.032,0.919,54476,-0.434,-0.957,100,1.518,0.659,0.968
120,332,29640.187,5150.765,20118,43673,2264.654,411.831,2264.349,411.963,68.191,2254,401,21,21,24.709,17.108,49.426,0.897,29072,0.514,-0.328,100,1.444,0.692,0.964
121,276,47439.982,9725.886,27003,65491,89.681,417.062,89.739,417.051,59.613,80,407,18,20,20.179,17.415,63.693,0.976,46383,0.160,-1.004,100,1.159,0.863,0.974
122,121,50422.083,10977.965,26998,65499,1502.492,412.996,1502.532,413.189,39.130,1496,407,13,12,13.849,11.125,37.018,0.993,53388,-0.539,-0.781,100,1.245,0.803,0.972
123,277,50256.870,10989.520,27285,65519,671.803,416.662,672.025,416.685,60.897,661,408,21,17,22.835,15.445,27.516,0.939,51446,-0.333,-1.137,100,1.478,0.676,0.977
124,386,51844.259,10451.078,28377,65535,132.720,418.267,133.267,418.120,71.210,120,409,25,19,25.423,19.332,2.904,0.957,52883,-0.443,-0.952,100,1.315,0.760,0.977
125,333,47962.264,10661.818,25904,65535,552.050,423.299,551.946,423.181,66.903,540,415,24,17,24.579,17.250,11.397,0.935,48205,-0.184,-0.988,100,1.425,0.702,0.977
126,282,50886.039,10986.328,31219,65535,1515.252,437.773,1514.862,438.013,61.743,1504,428,20,19,20.583,17.444,27.860,0.930,51317,-0.151,-1.360,100,1.180,0.847,0.964
127,657,32760.419,9919.014,17979,64029,1432.339,442.165,1432.538,441.636,93.743,1416,429,33,27,34.567,24.200,26.498,0.940,30855,0.924,0.407,100,1.428,0.700,0.981
128,505,45054.711,11985.414,21489,65535,357.068,446.092,357.533,446.025,80.365,344,434,26,25,27.266,23.582,39.703,0.983,44700,-0.006,-1.070,100,1.156,0.865,0.980
129,266,54969.639,9543.656,29460,65535,1058.947,442.440,1059.444,442.201,61.084,1048,434,21,17,23.556,14.378,33.935,0.896,57004,-0.640,-0.653,100,1.638,0.610,0.973
130,157,54757.847,8429.352,33593,65473,1267.602,440.697,1267.732,440.747,45.376,1260,434,15,13,16.584,12.054,29.914,0.958,56665,-0.771,-0.414,100,1.376,0.727,0.984
131,278,56018.209,10746.595,29052,65535,227.874,444.450,227.861,444.418,59.594,218,436,20,17,20.418,17.336,169.480,0.984,61108,-1.062,-0.109,100,1.178,0.849,0.986
132,339,56126.667,12216.923,24099,65535,2058.527,446.774,2058.428,446.980,77.134,2048,436,26,20,24.936,17.309,170.785,0.716,63545,-1.046,-0.324,100,1.441,0.694,0.899
133,224,52500.027,13223.742,22159,65535,2027.134,448.612,2027.405,448.972,66.563,2013,442,28,13,28.677,9.945,164.689,0.635,56422,-0.727,-0.778,100,2.883,0.347,0.892
134,175,54136.789,10092.359,27942,65535,187.889,450.700,187.785,450.859,47.149,180,444,16,14,16.072,13.864,179.575,0.989,56218,-0.685,-0.523,100,1.159,0.863,0.975
135,212,51787.127,13792.066,23386,65535,2077.203,457.099,2077.465,457.081,64.057,2070,444,13,26,28.200,9.572,73.684,0.649,57024,-0.559,-1.160,100,2.946,0.339,0.912
136,93,51964.688,13403.702,24803,65535,1015.801,450.038,1016.017,450.180,34.243,1010,445,11,10,11.705,10.116,32.796,0.997,56046,-0.554,-1.105,100,1.157,0.864,0.979
137,265,45534.464,13854.453,20753,65484,2249.896,454.583,2249.707,454.416,59.053,2241,445,17,19,20.643,16.345,60.396,0.955,47639,-0.184,-1.258,100,1.263,0.792,0.978
138,274,49278.423,11202.761,24502,65535,121.336,454.606,121.788,454.607,60.068,111,446,20,17,21.813,15.994,27.912,0.954,50546,-0.135,-1.204,100,1.364,0.733,0.977
139,48,54980.833,11950.077,25561,65535,147.688,449.917,147.869,450.191,27.541,143,446,10,7,11.348,5.386,153.418,0.795,61408,-0.960,-0.403,100,2.107,0.475,0.980
140,227,40101.203,9725.177,22099,64856,1816.452,454.804,1816.171,454.472,56.338,1806,447,20,15,21.764,13.280,26.670,0.899,39993,0.122,-0.512,100,1.639,0.610,0.974
141,584,37158.279,11589.945,21317,65535,1359.058,461.402,1358.509,461.157,93.007,1343,449,33,27,36.620,20.305,32.968,0.848,33661,0.877,-0.196,100,1.803,0.554,0.966
142,61,55891.738,10291.673,32867,65535,1518.041,453.779,1518.102,453.699,28.085,1513,449,9,9,9.394,8.267,38.768,0.972,58862,-0.769,-0.763,100,1.136,0.880,0.946
143,221,52636.534,10910.231,28880,65535,2168.658,459.414,2168.747,459.534,54.924,2159,452,19,15,20.675,13.610,29.716,0.921,55276,-0.481,-1.134,100,1.519,0.658,0.967
144,517,34059.665,9117.235,19280,62677,1944.736,463.531,1944.696,463.599,83.622,1930,453,29,22,30.751,21.407,14.819,0.929,32815,0.768,0.274,100,1.437,0.696,0.979
145,276,45198.605,11101.484,24208,65515,2027.518,461.507,2026.958,461.594,68.633,2015,454,26,15,27.867,12.611,12.448,0.736,44537,0.326,-0.944,100,2.210,0.453,0.920
146,420,34041.252,8249.144,22290,62932,2183.919,466.621,2184.005,466.284,78.794,2170,454,27,24,31.520,16.966,38.781,0.850,32274,1.074,0.924,100,1.858,0.538,0.967
147,73,53054.068,13077.317,26632,65535,70.363,459.897,70.469,460.105,30.985,65,456,11,8,11.902,7.809,19.398,0.956,57395,-0.686,-0.978,100,1.524,0.656,0.993
148,313,44749.128,9708.210,25082,65385,382.292,465.423,382.239,465.649,65.667,370,457,24,17,25.438,15.666,21.572,0.912,43449,0.235,-0.934,100,1.624,0.616,0.974
149,157,54276.363,10570.719,29374,65535,278.685,472.818,278.748,472.941,44.822,271,466,15,13,15.530,12.872,166.040,0.982,58024,-0.785,-0.668,100,1.207,0.829,0.987
150,197,57994.223,9031.489,29796,65535,495.155,476.150,495.238,476.310,52.783,485,470,20,13,20.843,12.034,16.703,0.889,61815,-1.241,0.609,100,1.732,0.577,0.970
