 ,Area,Mean,StdDev,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Median,Skew,Kurt,%Area,AR,Round,Solidity
25,277,48893.022,10864.938,22773,65411,397.630,93.583,397.664,93.725,60.586,387,85,21,17,21.414,16.470,177.926,0.948,50088,-0.439,-0.813,100,1.300,0.769,0.960
26,141,55988.206,11376.050,22529,65535,1609.826,90.954,1609.995,91.123,42.886,1602,85,15,12,15.707,11.430,22.770,0.963,61430,-1.326,0.758,100,1.374,0.728,0.983
27,230,56399.861,11172.935,19674,65535,1328.691,98.126,1328.854,98.349,56.598,1318,90,21,15,21.110,13.873,9.472,0.902,60875,-1.465,1.386,100,1.522,0.657,0.960
28,183,52127.749,16354.863,15075,65535,1395.128,96.036,1395.695,96.340,50.402,1385,90,20,12,19.628,11.871,3.255,0.905,61160,-0.951,-0.624,100,1.653,0.605,0.966
29,511,24946.231,10971.879,11800,65363,1857.821,103.314,1857.722,103.023,85.447,1842,91,31,24,32.695,19.900,30.720,0.880,21805,1.770,3.176,100,1.643,0.609,0.969
30,249,52622.928,11234.895,22561,65238,435.624,99.295,435.838,99.423,59.369,424,93,23,13,23.660,13.400,1.990,0.888,56122,-1.014,-0.046,100,1.766,0.566,0.978
31,156,59606.224,10215.019,22701,65535,1411.641,99.128,1411.353,99.222,51.624,1401,94,21,11,21.042,9.439,18.093,0.736,65450,-1.868,2.561,100,2.229,0.449,0.923
32,161,55505.491,13318.181,22060,65535,1647.804,102.189,1648.025,102.387,46.002,1641,94,13,16,16.419,12.485,68.598,0.956,63201,-1.217,0.131,100,1.315,0.760,0.964
33,15,51390.733,11482.511,33619,64175,1359.500,96.633,1359.556,96.751,14.443,1356,95,7,3,6.397,2.985,0.000,0.904,55007,-0.448,-1.444,100,2.143,0.467,0.938
34,125,55324.920,13364.889,17198,65535,1282.916,104.324,1283.172,104.494,41.917,1275,99,15,11,16.281,9.776,22.582,0.894,62543,-1.297,0.435,100,1.665,0.600,0.958
35,158,57638.348,11340.127,22415,65535,1371.861,104.525,1372.047,104.750,47.367,1363,99,18,11,18.904,10.642,13.616,0.885,63159,-1.682,1.660,100,1.776,0.563,0.969
36,136,49458.801,11808.809,18915,65180,227.713,105.559,227.504,105.710,43.062,220,100,15,12,14.960,11.575,177.564,0.922,51610,-0.684,-0.448,100,1.292,0.774,0.944
37,163,57237.810,12683.616,21255,65535,329.089,107.911,329.326,108.127,49.540,321,102,18,12,18.816,11.030,178.926,0.835,64982,-1.423,0.592,100,1.706,0.586,0.945
38,31,48694.000,14249.577,21283,65474,460.210,104.855,460.412,105.111,21.196,456,102,8,6,8.406,4.695,162.626,0.867,51655,-0.540,-0.933,100,1.790,0.559,0.873
39,243,41426.556,13278.048,13930,64895,213.463,111.051,213.756,111.192,57.116,203,103,20,17,20.886,14.814,154.509,0.936,42954,-0.220,-0.950,100,1.410,0.709,0.962
40,556,21072.658,4751.289,12472,38793,2087.651,117.354,2088.083,117.188,85.380,2073,105,29,25,29.369,24.104,17.626,0.958,20617,0.546,0.052,100,1.218,0.821,0.973
41,147,41099.558,14394.606,13099,65366,53.752,114.350,53.416,114.477,52.370,46,106,16,18,19.583,9.558,51.230,0.674,40775,0.006,-1.095,100,2.049,0.488,0.845
42,268,54520.713,11439.266,22063,65535,1952.507,117.996,1952.689,118.227,61.930,1942,109,21,18,24.562,13.892,38.490,0.878,58698,-1.069,0.083,100,1.768,0.566,0.978
43,147,56723.000,13069.471,18304,65535,487.092,116.167,487.285,116.493,47.349,477,111,19,10,19.330,9.682,168.903,0.824,64353,-1.473,0.946,100,1.996,0.501,0.961
44,131,55166.092,11814.763,24440,65535,1470.294,116.424,1470.411,116.591,42.708,1462,111,16,10,16.624,10.033,11.815,0.903,60873,-1.196,0.340,100,1.657,0.604,0.978
45,20,45428.150,14663.079,20050,64956,1535.000,113.000,1535.216,113.211,15.305,1532,111,6,4,6.045,4.213,0.000,1.000,47395,-0.267,-1.231,100,1.435,0.697,1.000
46,585,19277.462,4430.376,11870,44742,2200.938,122.992,2200.712,123.053,89.555,2184,111,33,25,33.496,22.237,25.415,0.917,18233,1.665,4.410,100,1.506,0.664,0.969
47,202,57844.965,11159.525,19837,65535,319.886,122.639,320.127,122.756,56.791,310,113,18,18,21.800,11.798,48.247,0.787,63893,-1.635,1.772,100,1.848,0.541,0.946
48,108,49374.685,14987.139,16814,65535,1677.981,121.519,1677.916,121.900,41.156,1672,114,11,14,14.434,9.527,90.134,0.801,53988,-0.630,-0.920,100,1.515,0.660,0.878
49,98,50757.959,14249.602,19835,65535,1294.163,119.541,1294.239,119.674,45.339,1284,116,20,7,19.987,6.243,4.506,0.599,57236,-0.614,-0.996,100,3.201,0.312,0.895
50,116,53835.974,13539.048,16920,65532,1370.147,120.681,1370.242,120.985,41.177,1362,116,16,10,16.780,8.802,16.490,0.860,59695,-1.262,0.336,100,1.906,0.525,0.955
51,119,55186.101,11374.494,23293,65535,210.559,123.374,210.905,123.552,42.408,202,119,16,9,17.125,8.848,174.586,0.832,58479,-1.073,0.119,100,1.936,0.517,0.948
52,53,52552.057,13342.426,24670,65535,512.406,123.670,512.453,123.879,26.200,507,120,10,7,9.857,6.846,167.898,0.970,56100,-0.837,-0.473,100,1.440,0.695,0.964
53,209,56223.995,10432.494,23353,65535,535.285,127.275,535.430,127.503,51.996,526,120,18,15,18.131,14.677,179.235,0.971,59700,-1.363,1.171,100,1.235,0.810,0.963
54,133,58543.850,11105.745,21732,65535,1341.989,128.056,1342.092,128.289,42.011,1334,123,15,11,15.288,11.077,170.892,0.947,64300,-1.689,1.675,100,1.380,0.725,0.971
55,129,50306.217,12231.803,15726,65517,288.826,136.291,289.275,136.360,67.501,274,129,30,12,30.647,5.359,19.132,0.356,53725,-0.895,-0.004,100,5.718,0.175,0.840
56,182,54346.297,12260.302,17478,65535,556.824,138.291,557.003,138.609,48.312,549,130,15,16,16.740,13.843,117.158,0.980,58695,-1.408,1.070,100,1.209,0.827,0.966
57,75,43512.173,11424.446,24117,65046,2244.260,134.420,2244.018,134.646,31.324,2238,130,12,9,11.253,8.486,9.234,0.961,41918,0.224,-0.946,100,1.326,0.754,0.949
58,183,49729.973,12271.931,18345,65490,389.839,138.117,390.000,138.269,51.276,381,131,18,14,19.890,11.715,24.163,0.875,52214,-0.732,-0.325,100,1.698,0.589,0.968
59,151,54058.921,13439.182,19870,65535,1347.162,141.831,1347.303,142.105,46.499,1339,135,16,14,18.138,10.600,43.646,0.878,59528,-1.188,0.221,100,1.711,0.584,0.965
60,293,23457.000,5547.700,14605,50706,2054.882,145.613,2054.620,145.628,62.524,2044,136,21,19,23.115,16.139,37.987,0.942,22919,1.560,4.338,100,1.432,0.698,0.973
61,119,48609.950,12790.094,16069,65272,394.029,152.508,394.268,152.627,55.448,389,142,12,23,23.203,6.530,67.165,0.486,51365,-0.644,-0.579,100,3.553,0.281,0.756
62,333,20617.444,4870.277,12434,36113,2253.752,152.089,2253.184,151.911,68.015,2241,143,23,19,23.655,17.924,158.955,0.905,19652,0.671,-0.222,100,1.320,0.758,0.960
63,468,23702.318,9356.698,11443,64270,1691.231,153.468,1691.145,153.690,81.502,1675,144,31,19,31.683,18.807,5.951,0.885,21441,1.832,4.091,100,1.685,0.594,0.968
64,258,54742.105,11399.476,20929,65535,582.357,152.903,582.511,153.040,58.622,572,145,21,16,21.543,15.248,163.990,0.943,59262,-1.056,0.065,100,1.413,0.708,0.964
65,113,52787.283,14663.375,19136,65535,1215.102,157.102,1215.222,157.385,40.164,1208,151,14,12,16.337,8.807,38.739,0.880,59978,-0.936,-0.464,100,1.855,0.539,0.987
66,241,22991.913,7199.747,13433,44231,1994.658,159.911,1993.786,160.425,57.053,1984,152,20,15,20.910,14.675,16.695,0.930,20969,0.859,0.018,100,1.425,0.702,0.966
67,372,37455.409,12913.778,17481,65276,1962.226,164.081,1962.831,164.169,71.807,1949,154,25,19,27.075,17.494,22.279,0.907,35970,0.325,-0.915,100,1.548,0.646,0.976
68,18,34466.444,13627.745,16456,59302,511.722,158.000,512.023,158.102,14.409,509,156,5,4,5.282,4.339,0.000,1.000,33900,0.297,-1.175,100,1.218,0.821,1.000
69,123,54671.333,15164.809,14811,65535,800.077,164.679,800.369,164.950,40.936,794,157,11,15,15.362,10.195,76.041,0.922,63646,-1.273,0.267,100,1.507,0.664,0.957
70,340,41202.709,12449.017,13752,65237,2185.241,165.041,2184.415,165.145,81.417,2168,157,33,16,32.758,13.215,9.150,0.645,39927,0.072,-0.726,100,2.479,0.403,0.901
71,102,51182.088,13770.972,23467,65535,1738.088,166.490,1738.326,166.687,40.131,1730,161,15,11,16.477,7.882,149.482,0.796,56617,-0.590,-1.037,100,2.091,0.478,0.936
72,118,54797.127,12043.870,22793,65535,1222.466,174.686,1222.518,174.957,59.595,1216,162,13,26,28.283,5.312,65.842,0.418,60512,-1.139,0.132,100,5.324,0.188,0.828
73,101,54412.990,14462.442,16040,65535,521.658,171.965,521.882,172.377,37.511,515,166,13,11,12.337,10.424,144.715,0.902,62742,-1.173,0.067,100,1.183,0.845,0.935
74,442,29607.475,7229.867,16095,57962,1917.145,180.292,1917.849,180.131,81.132,1902,171,31,20,31.993,17.590,20.454,0.844,28476,0.985,1.063,100,1.819,0.550,0.970
75,85,50697.329,11922.213,21123,65140,1318.053,180.029,1318.017,180.264,45.064,1310,173,16,15,20.776,5.209,48.870,0.526,54917,-0.634,-0.709,100,3.989,0.251,0.842
76,158,48365.981,11791.976,19256,65065,1483.886,180.335,1484.275,180.360,47.408,1474,174,18,12,18.551,10.844,16.874,0.883,51404,-0.671,-0.528,100,1.711,0.585,0.955
77,237,23675.443,7657.403,12035,56901,117.947,182.500,117.492,182.441,57.070,108,175,20,15,20.683,14.589,9.401,0.914,22632,0.944,1.643,100,1.418,0.705,0.956
78,219,55325.886,10918.476,21393,65535,597.103,181.363,597.121,181.553,55.900,587,175,21,13,21.889,12.739,172.052,0.881,59872,-1.177,0.557,100,1.718,0.582,0.963
79,271,56737.649,10645.773,21753,65535,659.873,184.135,659.889,184.398,58.885,650,175,19,18,19.934,17.309,153.775,0.982,61019,-1.550,1.637,100,1.152,0.868,0.975
80,193,57797.850,10960.040,19638,65535,1176.909,190.018,1177.027,190.216,56.648,1166,182,21,16,24.142,10.179,32.541,0.756,62794,-1.698,1.886,100,2.372,0.422,0.946
81,96,36350.031,9625.913,19383,60416,525.562,187.292,525.323,187.345,37.628,518,183,15,8,15.478,7.897,169.931,0.852,36205,0.227,-0.487,100,1.960,0.510,0.980
82,233,55290.545,12199.345,18198,65535,680.135,192.217,680.384,192.532,55.277,670,184,19,16,19.482,15.228,157.358,0.958,59781,-1.479,1.421,100,1.279,0.782,0.967
83,41,42313.683,11575.319,23017,62727,1896.110,193.524,1895.995,193.736,24.587,1890,191,11,5,10.359,5.039,7.734,0.852,42231,0.056,-1.265,100,2.056,0.486,0.953
84,332,57476.952,12812.292,21359,65535,1979.663,200.340,1979.828,200.536,69.411,1968,191,24,20,27.118,15.588,37.045,0.866,65286,-1.469,0.766,100,1.740,0.575,0.975
85,39,42006.615,14042.178,17307,61231,1846.962,195.679,1847.069,195.994,23.900,1842,193,9,5,9.584,5.181,6.680,0.858,46753,-0.357,-1.230,100,1.850,0.541,0.951
86,48,43573.417,17371.364,13824,64971,1199.458,200.229,1199.848,200.363,29.525,1195,195,9,11,13.161,4.644,52.324,0.692,44931,-0.294,-1.406,100,2.834,0.353,0.932
87,208,53998.192,12144.124,18305,65534,702.558,205.043,702.680,205.444,52.215,693,198,19,14,18.696,14.165,175.356,0.959,57723,-1.189,0.526,100,1.320,0.758,0.972
88,119,51805.345,16051.886,15276,65535,1205.744,206.063,1205.752,206.374,41.203,1198,199,14,12,14.719,10.294,31.855,0.881,59918,-0.802,-0.870,100,1.430,0.699,0.967
89,498,21643.133,5546.183,11995,41630,1663.723,211.859,1663.416,211.615,83.837,1647,201,32,21,32.649,19.421,17.864,0.890,20932,0.779,0.493,100,1.681,0.595,0.979
90,44,45863.114,13617.167,20081,63153,1295.000,209.909,1295.025,210.122,26.316,1290,205,9,9,11.197,5.003,48.479,0.798,49439,-0.317,-1.174,100,2.238,0.447,0.936
91,32,53667.531,13143.210,25959,65468,680.719,208.344,680.923,208.567,21.925,676,206,9,5,9.615,4.237,164.668,0.837,59718,-0.989,-0.441,100,2.269,0.441,0.941
92,51,43784.098,11631.334,20248,61614,529.618,215.539,529.570,215.682,36.693,522,211,16,8,17.034,3.812,155.980,0.476,44695,-0.147,-1.019,100,4.468,0.224,0.864
93,110,55910.036,13705.374,17624,65535,1136.782,216.727,1136.886,217.022,39.740,1129,212,15,9,16.098,8.700,13.315,0.875,63394,-1.412,0.738,100,1.850,0.540,0.965
94,141,54993.681,13241.214,22577,65535,1844.167,218.067,1844.290,218.296,42.576,1836,212,15,12,14.926,12.028,23.726,0.977,61917,-1.014,-0.362,100,1.241,0.806,0.969
95,61,53425.852,13618.363,23292,65535,1109.877,216.467,1109.915,216.738,28.448,1104,213,11,7,11.133,6.976,9.873,0.947,58118,-0.924,-0.495,100,1.596,0.627,0.976
96,231,57272.173,12364.871,20158,65535,721.695,220.955,721.948,221.282,60.297,709,215,25,12,25.175,11.683,173.021,0.798,63403,-1.680,1.692,100,2.155,0.464,0.951
97,176,57826.682,11014.797,23611,65535,785.926,222.398,786.006,222.651,48.494,777,216,17,13,17.687,12.670,3.467,0.940,62707,-1.694,1.786,100,1.396,0.716,0.962
98,127,52153.772,13649.518,20819,65535,2121.744,224.642,2121.836,224.921,45.630,2115,216,13,17,18.955,8.531,60.866,0.767,56838,-0.708,-0.860,100,2.222,0.450,0.914
99,226,56451.473,11501.934,22754,65535,1090.394,224.314,1090.514,224.509,58.036,1078,217,23,14,23.641,12.172,18.793,0.843,62287,-1.312,0.659,100,1.942,0.515,0.962
100,277,26123.401,9014.876,11879,54406,109.099,226.662,108.983,226.522,60.662,98,219,22,16,21.857,16.136,7.082,0.946,24467,0.821,0.436,100,1.355,0.738,0.969
101,707,23192.380,7353.239,12954,61347,1977.725,232.845,1978.218,232.924,98.174,1960,220,35,25,35.999,25.006,19.556,0.922,21694,1.993,5.625,100,1.440,0.695,0.979
102,194,56311.747,10984.415,22167,65535,1064.639,228.325,1064.723,228.608,53.183,1054,221,20,14,21.167,11.669,21.351,0.862,60189,-1.428,1.231,100,1.814,0.551,0.956
103,130,54912.838,13640.043,22621,65535,1239.954,226.115,1240.283,226.438,52.099,1229,221,22,10,23.742,6.972,163.326,0.602,62395,-1.212,0.062,100,3.406,0.294,0.929
104,148,57505.446,12743.384,18592,65535,805.655,229.500,805.950,229.780,45.814,796,224,18,11,17.757,10.612,1.537,0.886,65171,-1.599,1.315,100,1.673,0.598,0.952
105,162,52602.475,14239.957,17616,65535,446.951,228.920,447.155,229.170,62.325,433,225,28,8,28.344,7.277,0.342,0.524,58022,-1.011,-0.268,100,3.895,0.257,0.859
106,11,44834.000,16985.501,20607,64053,1257.773,226.500,1258.030,226.727,11.634,1255,225,5,3,4.900,2.859,164.745,1.000,49689,-0.248,-1.643,100,1.714,0.583,0.917
107,170,58934.600,11473.379,22905,65535,1472.076,234.976,1472.138,235.204,52.217,1462,227,19,15,21.834,9.913,32.012,0.783,65453,-1.779,1.956,100,2.202,0.454,0.947
108,168,56742.673,10782.703,21423,65535,1035.250,235.244,1035.358,235.496,46.831,1027,229,16,13,16.825,12.714,9.182,0.963,61908,-1.424,1.156,100,1.323,0.756,0.963
109,199,57406.899,10184.259,23850,65535,1014.319,237.309,1014.378,237.555,51.776,1004,230,19,14,19.282,13.140,22.184,0.933,61438,-1.666,2.061,100,1.467,0.681,0.954
110,233,58817.828,9206.209,23290,65535,984.075,238.655,984.052,238.902,55.857,973,231,21,15,20.598,14.402,8.281,0.938,62951,-1.950,3.560,100,1.430,0.699,0.969
111,325,23036.283,6461.416,13609,52026,1588.312,243.986,1588.639,243.542,67.046,1576,235,24,18,25.879,15.990,25.964,0.909,21725,1.563,3.460,100,1.618,0.618,0.982
112,142,33254.169,7883.133,17890,48959,84.380,242.958,84.336,243.219,42.737,77,237,14,12,14.927,12.113,23.234,0.977,33578,0.047,-0.955,100,1.232,0.811,0.986
113,161,58483.217,10939.244,23131,65535,910.140,244.693,910.171,244.942,46.992,901,239,18,11,18.257,11.228,9.943,0.916,64111,-1.806,2.180,100,1.626,0.615,0.970
114,174,56904.345,11376.323,24208,65535,861.799,245.931,861.756,246.145,52.262,851,240,21,12,22.067,10.039,162.816,0.801,62129,-1.462,1.084,100,2.198,0.455,0.953
115,166,55658.849,14440.922,16945,65535,1045.705,246.771,1046.084,247.111,48.241,1036,240,19,13,18.764,11.264,15.990,0.896,64017,-1.446,0.708,100,1.666,0.600,0.951
116,365,32547.049,9849.507,16326,63980,392.727,250.566,392.567,250.618,69.938,380,241,25,19,25.293,18.374,13.275,0.938,31396,0.716,0.004,100,1.377,0.726,0.969
117,219,26123.438,8860.713,11849,53747,1452.925,253.048,1453.131,253.332,56.332,1443,245,19,16,22.022,12.662,35.985,0.867,25083,0.640,-0.081,100,1.739,0.575,0.969
118,179,54901.246,12887.540,16450,65535,1471.349,253.656,1471.070,253.929,50.520,1462,246,18,15,19.455,11.714,145.226,0.881,60542,-1.451,1.174,100,1.661,0.602,0.942
119,640,20480.316,6024.637,11190,56395,1612.502,257.717,1612.540,257.713,94.050,1595,246,35,24,35.772,22.780,15.447,0.909,19445,1.513,4.097,100,1.570,0.637,0.978
120,268,49829.496,12374.796,18886,65535,1290.172,255.993,1290.452,256.121,69.460,1275,248,29,15,29.505,11.565,20.027,0.698,53157,-0.599,-0.715,100,2.551,0.392,0.945
121,161,58947.950,9199.439,20913,65535,859.984,256.668,860.294,256.767,51.107,849,252,21,9,21.842,9.385,178.514,0.775,62401,-2.127,4.441,100,2.327,0.430,0.964
122,115,53310.922,14672.440,17152,65535,1068.952,255.830,1069.011,256.150,48.714,1058,252,22,8,20.589,7.112,5.042,0.609,59397,-1.175,0.138,100,2.895,0.345,0.913
123,240,34531.879,12005.575,14799,65533,339.096,262.842,340.057,262.948,56.469,328,255,21,16,20.399,14.980,9.441,0.946,33624,0.636,0.007,100,1.362,0.734,0.954
124,383,58751.796,10173.785,21942,65535,1430.469,267.852,1430.559,268.127,78.466,1416,255,27,24,32.781,14.876,38.795,0.782,63660,-1.887,2.793,100,2.204,0.454,0.975
125,403,23239.769,10020.882,10839,64089,1458.140,267.649,1458.776,267.109,75.209,1445,257,26,21,28.315,18.122,21.861,0.895,21538,1.334,2.415,100,1.562,0.640,0.973
126,118,54269.271,13783.335,23160,65535,2102.797,274.534,2102.879,274.980,45.973,2097,265,11,18,19.861,7.565,66.882,0.702,61527,-1.025,-0.350,100,2.626,0.381,0.915
127,135,46011.496,14754.140,18723,65524,2269.189,275.811,2269.584,276.048,46.723,2265,266,9,20,20.011,8.590,98.662,0.777,46459,-0.202,-1.255,100,2.330,0.429,0.975
128,319,21047.975,8731.006,10158,58911,197.002,277.171,197.691,276.859,64.219,186,267,22,20,21.386,18.992,18.473,0.972,19222,1.452,2.761,100,1.126,0.888,0.962
129,62,47915.952,12248.092,24662,65357,1324.258,272.500,1324.194,272.735,28.206,1319,269,10,7,10.483,7.530,0.000,0.979,49154,-0.254,-1.160,100,1.392,0.718,1.000
130,360,35066.992,12790.155,12581,65463,496.131,277.917,495.455,277.729,73.344,481,270,29,16,28.538,16.062,179.826,0.841,33617,0.560,-0.462,100,1.777,0.563,0.955
131,223,56679.789,10879.383,19733,65535,979.567,276.182,979.488,276.349,67.966,965,270,29,11,29.854,9.511,173.754,0.607,61103,-1.495,1.471,100,3.139,0.319,0.885
132,148,48790.899,12964.108,20434,65535,1201.189,275.912,1201.485,276.147,45.366,1192,270,18,12,17.601,10.706,18.217,0.904,51584,-0.581,-0.843,100,1.644,0.608,0.961
133,239,45467.929,13718.819,20398,65523,1392.019,284.868,1392.417,284.970,56.683,1383,276,18,18,19.941,15.260,135.643,0.935,46965,-0.258,-1.230,100,1.307,0.765,0.956
134,626,23641.304,6658.099,13422,46327,1890.209,289.946,1890.511,290.206,91.353,1874,277,33,25,32.982,24.166,176.154,0.943,22234,0.910,0.502,100,1.365,0.733,0.978
135,114,54192.000,14360.743,16119,65535,1782.228,289.026,1782.363,289.287,39.690,1775,284,14,10,15.265,9.508,20.833,0.909,62890,-1.078,-0.187,100,1.605,0.623,0.966
136,108,48661.194,13229.875,22719,65423,2105.213,297.944,2105.399,298.359,50.914,2102,286,7,23,22.512,6.108,90.548,0.524,53463,-0.463,-1.126,100,3.685,0.271,0.831
137,343,24253.531,6448.458,13820,49600,1694.762,295.287,1694.933,295.097,70.721,1681,287,27,17,27.837,15.689,12.241,0.862,23364,1.055,1.520,100,1.774,0.564,0.957
138,113,44405.894,13528.713,18210,64378,1085.942,293.412,1086.135,293.305,38.263,1079,288,13,11,13.599,10.580,30.873,0.970,45680,-0.295,-1.156,100,1.285,0.778,0.970
139,158,57429.601,12947.236,15257,65535,735.215,297.487,735.480,297.766,46.265,727,290,16,14,16.864,11.929,144.698,0.928,64624,-1.689,1.740,100,1.414,0.707,0.952
140,248,35621.391,12459.659,14703,65019,511.065,299.460,511.839,299.416,56.756,501,291,20,16,19.995,15.792,1.960,0.967,33507,0.590,-0.589,100,1.266,0.790,0.976
141,316,32224.959,10633.121,15514,62034,1062.424,301.718,1062.306,301.742,64.827,1051,293,22,18,23.300,17.268,16.565,0.945,31028,0.546,-0.426,100,1.349,0.741,0.969
142,105,51440.457,13325.381,22171,65535,2264.605,304.443,2264.805,304.515,40.539,2260,296,9,16,17.214,7.767,73.865,0.803,56387,-0.652,-0.855,100,2.216,0.451,0.950
143,431,29346.735,10766.511,14180,65491,143.952,310.913,144.272,310.585,74.357,131,300,25,22,25.025,21.928,9.500,0.980,26950,1.531,2.374,100,1.141,0.876,0.974
144,156,57159.590,12072.658,22797,65535,1820.769,310.372,1820.960,310.544,49.273,1812,302,15,16,14.829,13.394,61.805,0.807,64300,-1.368,0.660,100,1.107,0.903,0.894
145,579,24231.808,7569.949,12880,49849,1856.543,315.493,1856.035,315.427,87.620,1842,302,29,26,30.417,24.237,36.567,0.948,22326,1.015,0.592,100,1.255,0.797,0.976
146,346,22208.983,5098.235,12942,35618,2032.171,312.292,2032.028,312.172,68.767,2020,302,23,21,25.744,17.112,41.259,0.919,21054,0.739,-0.039,100,1.504,0.665,0.973
147,391,20554.739,6557.223,9760,44562,61.405,314.996,62.050,314.398,71.593,49,305,24,21,25.396,19.603,28.604,0.959,19494,0.797,0.440,100,1.296,0.772,0.980
148,74,53107.068,13085.087,16196,65535,804.243,313.851,804.322,313.938,32.296,799,310,10,10,10.574,8.910,155.469,0.892,58169,-1.050,0.030,100,1.187,0.843,0.967
149,324,34161.414,11765.036,12670,65535,816.046,320.083,816.211,319.568,67.962,803,310,24,19,25.693,16.056,33.641,0.882,31323,0.880,0.178,100,1.600,0.625,0.960
150,269,38826.610,11880.933,17957,65413,470.719,320.719,471.140,320.749,59.350,460,312,21,17,21.157,16.189,174.043,0.960,37017,0.510,-0.646,100,1.307,0.765,0.973
